주간_시작일,상품명,target_audience,수량,금액,평점,배송소요시간,카테고리,브랜드,spend,clicks,impressions,conversions,roas
2024-01-01,Lotion,All,6,3386.6100000000006,3.5,21.5,Personal Care,"Mannan, Naidu and Sama",63804.51,9252,118564,1275,2.4690000000000003
2024-01-01,Lotion,New Users,2,168.4,4.0,21.0,Personal Care,Acharya PLC,40567.59,6335,73513,947,2.742
2024-01-08,Lotion,New Users,1,319.8,2.0,13.0,Personal Care,Munshi-Grewal,52948.66,12384,95957,987,2.83
2024-01-15,Lotion,Inactive,3,1121.64,4.0,27.5,Personal Care,Munshi-Grewal,44851.57,8696,92016,1040,2.824375
2024-01-15,Lotion,New Users,3,118.95,4.0,14.0,Personal Care,Sachdev Group,44398.89,8534,64222,801,3.0592307692307688
2024-01-22,Lotion,Premium,6,2182.02,4.5,16.5,Personal Care,"Mannan, Naidu and Sama",41561.61,7344,64736,803,2.5613333333333332
2024-01-29,Lotion,Premium,2,652.84,4.0,35.0,Personal Care,"Balan, Samra and Sekhon",54636.56,8867,103201,960,3.0655555555555556
2024-02-05,Lotion,New Users,3,2183.8500000000004,5.0,18.0,Personal Care,"Sibal, Bhatnagar and Rajan",50180.9,11189,94212,1084,2.7083333333333335
2024-02-05,Lotion,Premium,4,787.64,3.5,12.5,Personal Care,Acharya PLC,43257.770000000004,10317,95757,793,2.7175000000000002
2024-02-12,Lotion,Inactive,1,816.38,4.0,8.0,Personal Care,"Sampath, Mane and Mody",42007.979999999996,8213,77101,988,2.71625
2024-02-12,Lotion,New Users,1,400.92,4.0,13.0,Personal Care,"Mannan, Naidu and Sama",40265.97,7567,87260,927,2.4705882352941178
2024-02-12,Lotion,Premium,2,406.67,4.0,11.5,Personal Care,"Balan, Samra and Sekhon",44022.37,7299,62185,773,2.532857142857143
2024-02-19,Lotion,All,1,84.2,3.0,17.0,Personal Care,Acharya PLC,34839.02,4213,53535,749,3.0954545454545452
2024-02-19,Lotion,Premium,3,2360.71,4.0,28.5,Personal Care,"Sibal, Bhatnagar and Rajan",62563.49,10956,101004,1019,2.813684210526316
2024-02-26,Lotion,All,4,2272.36,2.0,27.0,Personal Care,Munshi-Grewal,45479.43,7248,71803,860,2.632857142857143
2024-02-26,Lotion,Inactive,1,400.92,3.0,15.0,Personal Care,"Mannan, Naidu and Sama",65180.04,10819,89375,1008,2.828888888888889
2024-03-04,Lotion,Inactive,1,816.38,3.0,14.0,Personal Care,"Sampath, Mane and Mody",47258.07,8280,84128,776,2.742
2024-03-04,Lotion,New Users,2,168.4,3.0,27.0,Personal Care,Acharya PLC,47136.08,8818,81728,887,2.6925
2024-03-11,Lotion,All,2,652.84,3.0,19.0,Personal Care,"Balan, Samra and Sekhon",63053.08,11806,126922,1426,2.591818181818182
2024-03-11,Lotion,Premium,1,400.92,4.0,9.0,Personal Care,"Mannan, Naidu and Sama",47296.33,7499,75021,780,2.4764285714285714
2024-03-18,Lotion,Inactive,3,928.86,3.0,9.0,Personal Care,Arora LLC,40988.69,7500,69333,826,2.5961538461538463
2024-03-18,Lotion,New Users,1,326.42,3.0,15.0,Personal Care,"Balan, Samra and Sekhon",68871.54,11156,110146,1104,2.9025
2024-03-25,Lotion,New Users,4,2160.1400000000003,3.0,21.0,Personal Care,Munshi-Grewal,43831.46,6865,87257,633,2.6438461538461535
2024-04-01,Lotion,Inactive,4,247.7,4.0,16.5,Personal Care,Sachdev Group,50553.270000000004,10414,87494,809,2.5146666666666664
2024-04-01,Lotion,New Users,1,80.25,3.0,47.0,Personal Care,"Roy, Barad and De",38206.86,9618,84673,733,2.6942857142857144
2024-04-01,Lotion,Premium,3,959.4,4.0,8.0,Personal Care,Munshi-Grewal,41199.79,6303,86785,842,2.801333333333333
2024-04-15,Lotion,All,4,1707.21,4.5,23.5,Personal Care,"Balan, Samra and Sekhon",71479.47,11886,118898,1307,2.838181818181818
2024-04-15,Lotion,Inactive,1,326.42,2.0,19.0,Personal Care,"Balan, Samra and Sekhon",31148.48,5772,47797,603,3.077
2024-04-15,Lotion,New Users,3,2634.21,5.0,28.0,Personal Care,Dalal-Shan,57591.46,7723,84026,908,2.848235294117647
2024-04-22,Lotion,All,1,319.8,2.0,49.0,Personal Care,Munshi-Grewal,56313.44,10511,97729,869,2.7325
2024-04-22,Lotion,Premium,8,5150.9400000000005,3.4,16.0,Personal Care,Dalal-Shan,47550.15,8368,96074,822,2.71625
2024-04-29,Lotion,Inactive,1,326.42,3.0,6.0,Personal Care,"Balan, Samra and Sekhon",47321.82,8809,56326,812,2.6425
2024-05-06,Lotion,New Users,2,1756.14,4.0,17.0,Personal Care,Dalal-Shan,52899.01,8078,61365,799,2.6592857142857143
2024-05-13,Lotion,Inactive,3,959.4,4.0,39.0,Personal Care,Munshi-Grewal,46092.13,6484,79942,703,2.5515384615384615
2024-05-20,Lotion,Inactive,2,652.84,4.0,29.0,Personal Care,"Balan, Samra and Sekhon",40423.51,7093,59479,709,2.7758333333333334
2024-05-27,Lotion,All,3,1836.39,3.0,16.5,Personal Care,"Roy, Barad and De",50473.36,10173,75535,891,2.605882352941176
2024-05-27,Lotion,Inactive,4,445.37,3.5,9.0,Personal Care,Sachdev Group,49732.200000000004,8554,94548,965,2.5341176470588236
2024-06-03,Lotion,Inactive,3,2183.8500000000004,4.0,27.0,Personal Care,"Sibal, Bhatnagar and Rajan",64498.57,9673,116289,1013,2.4405
2024-06-10,Lotion,New Users,2,160.5,4.0,20.0,Personal Care,"Roy, Barad and De",52904.81,9000,102343,859,2.7894117647058825
2024-06-10,Lotion,Premium,3,240.75,4.0,13.0,Personal Care,"Roy, Barad and De",22534.43,4202,59440,313,2.628888888888889
2024-06-17,Lotion,All,2,619.24,4.0,31.0,Personal Care,Arora LLC,41747.9,6255,75385,692,2.6700000000000004
2024-06-17,Lotion,Inactive,4,2584.7700000000004,3.0,28.0,Personal Care,"Mannan, Naidu and Sama",61374.479999999996,10738,101532,1172,2.546842105263158
2024-06-17,Lotion,New Users,4,2080.83,3.0,23.5,Personal Care,"Mannan, Naidu and Sama",42560.979999999996,7675,98536,669,2.7271428571428573
2024-06-24,Lotion,Inactive,3,882.09,3.0,21.0,Personal Care,"Mannan, Naidu and Sama",44085.83,7835,68802,957,2.520625
2024-06-24,Lotion,New Users,1,727.95,4.0,45.0,Personal Care,"Sibal, Bhatnagar and Rajan",45203.41,9838,79237,837,2.743333333333333
2024-07-01,Lotion,Inactive,3,928.86,4.0,16.0,Personal Care,Arora LLC,72056.73,10317,110819,1108,2.58
2024-07-08,Lotion,New Users,1,878.07,1.0,15.0,Personal Care,Dalal-Shan,28136.59,5554,33886,525,2.6055555555555556
2024-07-08,Lotion,Premium,3,240.75,2.0,12.5,Personal Care,"Roy, Barad and De",56124.15,12405,111009,841,2.685263157894737
2024-07-15,Lotion,All,3,807.25,2.5,22.0,Personal Care,"Sibal, Bhatnagar and Rajan",59181.03,9778,88717,1150,3.0316666666666667
2024-07-15,Lotion,New Users,2,801.84,2.0,26.0,Personal Care,"Mannan, Naidu and Sama",44623.76,10551,85393,871,2.840625
2024-07-15,Lotion,Premium,3,118.95,5.0,14.0,Personal Care,Sachdev Group,35875.44,8031,66485,804,2.974285714285714
2024-07-22,Lotion,Inactive,1,878.07,5.0,20.0,Personal Care,Dalal-Shan,57422.01,9796,90372,847,2.6625
2024-08-05,Lotion,New Users,1,319.8,2.0,10.0,Personal Care,Munshi-Grewal,39713.62,7291,85509,815,2.8857142857142857
2024-08-12,Lotion,All,2,168.4,2.0,10.0,Personal Care,Acharya PLC,40872.05,7066,64300,656,2.902307692307692
2024-08-19,Lotion,Inactive,1,326.42,4.0,40.0,Personal Care,"Balan, Samra and Sekhon",36292.93,7656,67307,626,2.724285714285714
2024-08-26,Lotion,Premium,3,2634.21,1.0,20.0,Personal Care,Dalal-Shan,45352.09,8869,97777,771,2.766
2024-09-02,Lotion,All,3,928.86,4.0,18.0,Personal Care,Arora LLC,73648.81,12932,129557,1434,2.8152173913043477
2024-09-02,Lotion,New Users,3,1530.91,4.0,13.0,Personal Care,"Balan, Samra and Sekhon",42795.72,5808,84907,602,2.8225
2024-09-02,Lotion,Premium,1,878.07,1.0,17.0,Personal Care,Dalal-Shan,48772.36,8178,86140,782,2.684705882352941
2024-09-09,Lotion,All,2,160.5,3.0,20.0,Personal Care,"Roy, Barad and De",51231.57,9462,101292,1061,2.7070588235294117
2024-09-16,Lotion,Premium,2,619.24,1.0,18.0,Personal Care,Arora LLC,52683.15,9612,74055,953,2.737058823529412
2024-09-23,Lotion,Inactive,2,160.5,4.0,9.0,Personal Care,"Roy, Barad and De",48481.94,9216,77302,763,2.8266666666666667
2024-09-23,Lotion,New Users,1,326.42,4.0,18.0,Personal Care,"Balan, Samra and Sekhon",47814.62,8329,75646,846,2.3921428571428573
2024-09-30,Lotion,All,4,324.95,2.5,14.0,Personal Care,Acharya PLC,45540.23,9842,86000,785,2.715625
2024-10-07,Lotion,All,2,639.6,4.0,22.0,Personal Care,Munshi-Grewal,56869.71,13097,85010,878,3.0123529411764705
2024-10-14,Lotion,All,2,639.6,1.0,6.0,Personal Care,Munshi-Grewal,43145.28,7862,86509,849,2.717142857142857
2024-10-14,Lotion,Premium,3,699.49,1.0,14.0,Personal Care,"Roy, Barad and De",46563.91,10065,84660,753,2.6262499999999998
2024-10-21,Lotion,All,4,239.8,3.0,14.5,Personal Care,Sachdev Group,42054.95,7499,64990,710,2.8969230769230765
2024-10-21,Lotion,Premium,2,639.6,3.0,19.0,Personal Care,Munshi-Grewal,47361.82,7235,89071,841,2.356
2024-10-28,Lotion,Inactive,3,399.1,3.5,17.0,Personal Care,Sachdev Group,28822.65,7549,54387,848,2.6153846153846154
2024-10-28,Lotion,New Users,6,1231.86,3.5,36.0,Personal Care,"Balan, Samra and Sekhon",55309.729999999996,11702,87032,986,2.9066666666666667
2024-10-28,Lotion,Premium,1,80.25,4.0,22.0,Personal Care,"Roy, Barad and De",35877.58,6800,69820,503,2.8366666666666664
2023-03-13,Mango Drink,New Users,1,321.28,2.0,19.0,Cold Drinks & Juices,Dass and Sons,24045.32,5249,52495,436,2.82875
2023-04-03,Mango Drink,All,1,321.28,4.0,14.0,Cold Drinks & Juices,Dass and Sons,69733.3,11619,104381,1128,2.4895238095238095
2023-04-10,Mango Drink,New Users,3,2575.71,4.0,19.0,Cold Drinks & Juices,Hayre-Shere,45597.33,7144,78983,875,3.1538461538461537
2023-04-10,Mango Drink,Premium,2,635.64,3.0,11.0,Cold Drinks & Juices,"Sankaran, Pall and Gola",52395.81,10599,90895,983,2.663888888888889
2023-04-24,Mango Drink,New Users,2,1717.14,4.0,12.0,Cold Drinks & Juices,Hayre-Shere,28332.309999999998,4375,62172,663,2.6027272727272726
2023-05-01,Mango Drink,Inactive,4,2154.57,2.5,27.0,Cold Drinks & Juices,Hayre-Shere,37255.74,6717,67824,605,2.6991666666666667
2023-05-01,Mango Drink,Premium,2,864.0,2.0,22.0,Cold Drinks & Juices,Jha Group,39217.0,6775,76987,755,2.6769230769230767
2023-05-08,Mango Drink,Premium,2,1717.14,5.0,13.0,Cold Drinks & Juices,Hayre-Shere,62558.4,9978,113390,996,2.4765
2023-05-29,Mango Drink,All,5,1827.8400000000001,3.5,26.0,Cold Drinks & Juices,Dass and Sons,47734.03,6686,64987,859,2.245714285714286
2023-05-29,Mango Drink,New Users,3,1296.0,3.0,34.0,Cold Drinks & Juices,Jha Group,48001.06,8699,81104,911,2.968125
2023-05-29,Mango Drink,Premium,3,963.84,2.0,21.0,Cold Drinks & Juices,Dass and Sons,31890.93,6064,32683,635,2.6740000000000004
2023-06-12,Mango Drink,New Users,2,642.56,2.0,7.0,Cold Drinks & Juices,Dass and Sons,32524.37,6623,62760,546,2.7758333333333334
2023-07-03,Mango Drink,Premium,2,635.64,3.0,21.0,Cold Drinks & Juices,"Sankaran, Pall and Gola",42389.51,7869,85360,847,2.7786666666666666
2023-07-17,Mango Drink,New Users,3,1296.0,3.0,11.0,Cold Drinks & Juices,Jha Group,59176.87,8565,107354,982,2.415294117647059
2023-07-31,Mango Drink,All,1,432.0,3.0,14.0,Cold Drinks & Juices,Jha Group,36304.24,6213,64302,771,2.732727272727273
2023-07-31,Mango Drink,Inactive,2,1717.14,4.0,19.0,Cold Drinks & Juices,Hayre-Shere,37271.01,7421,82581,782,2.656875
2023-08-14,Mango Drink,All,3,2575.71,3.0,10.0,Cold Drinks & Juices,Hayre-Shere,62072.81,13155,129989,1261,3.051304347826087
2023-08-14,Mango Drink,New Users,6,2259.84,3.5,16.0,Cold Drinks & Juices,Jha Group,45510.28,5878,85459,823,2.7542857142857144
2023-08-21,Mango Drink,All,3,2575.71,3.0,32.0,Cold Drinks & Juices,Hayre-Shere,34749.41,5993,61433,635,2.901818181818182
2023-08-28,Mango Drink,Inactive,3,953.46,4.0,20.0,Cold Drinks & Juices,"Sankaran, Pall and Gola",54430.81,7475,47820,833,2.68
2023-09-04,Mango Drink,Premium,2,749.8199999999999,4.0,13.5,Cold Drinks & Juices,Jha Group,44147.53,7998,76957,694,3.040714285714286
2023-09-18,Mango Drink,Inactive,2,642.56,3.0,13.0,Cold Drinks & Juices,Dass and Sons,34751.3,4847,57901,622,2.4541666666666666
2023-09-18,Mango Drink,Premium,1,432.0,3.0,21.0,Cold Drinks & Juices,Jha Group,48082.02,7002,73539,838,2.2814285714285716
2023-09-25,Mango Drink,Inactive,2,642.56,2.0,33.0,Cold Drinks & Juices,Dass and Sons,56978.32,9163,114363,894,2.457777777777778
2023-10-16,Mango Drink,Inactive,3,953.46,3.0,15.0,Cold Drinks & Juices,"Sankaran, Pall and Gola",63893.43,13328,81561,1301,3.0938095238095236
2023-10-23,Mango Drink,Inactive,1,321.28,1.0,7.0,Cold Drinks & Juices,Dass and Sons,58801.61,13122,122956,1269,2.859047619047619
2023-10-30,Mango Drink,All,2,642.56,4.0,20.0,Cold Drinks & Juices,Dass and Sons,48885.58,8835,76331,664,2.697857142857143
2023-11-13,Mango Drink,New Users,1,858.57,4.0,28.0,Cold Drinks & Juices,Hayre-Shere,46076.9,10407,80066,931,2.739333333333333
2023-11-20,Mango Drink,Inactive,4,1812.0300000000002,4.0,25.0,Cold Drinks & Juices,Hayre-Shere,39585.86,7905,65483,729,2.5942857142857143
2023-11-27,Mango Drink,Premium,2,642.56,4.0,18.0,Cold Drinks & Juices,Dass and Sons,52000.32,11256,126948,1043,2.7352631578947366
2024-01-01,Mango Drink,Inactive,5,1589.1,2.5,34.0,Cold Drinks & Juices,"Sankaran, Pall and Gola",25044.15,3656,47779,456,2.785
2024-01-01,Mango Drink,Premium,1,858.57,4.0,22.0,Cold Drinks & Juices,Hayre-Shere,53382.9,9502,87521,899,2.651111111111111
2024-01-22,Mango Drink,Premium,2,642.56,5.0,23.0,Cold Drinks & Juices,Dass and Sons,41561.61,7344,64736,803,2.5613333333333332
2024-01-29,Mango Drink,Inactive,1,858.57,1.0,29.0,Cold Drinks & Juices,Hayre-Shere,27637.24,5344,37342,593,2.824
2024-02-05,Mango Drink,Inactive,1,317.82,5.0,17.0,Cold Drinks & Juices,"Sankaran, Pall and Gola",34733.56,4535,44693,509,2.6727272727272724
2024-02-05,Mango Drink,Premium,6,1917.3000000000002,5.0,26.5,Cold Drinks & Juices,Dass and Sons,43257.770000000004,10317,95757,793,2.7175000000000002
2024-02-19,Mango Drink,Premium,3,2575.71,4.0,17.0,Cold Drinks & Juices,Hayre-Shere,62563.49,10956,101004,1019,2.813684210526316
2024-03-04,Mango Drink,New Users,3,963.84,3.0,8.0,Cold Drinks & Juices,Dass and Sons,47136.08,8818,81728,887,2.6925
2024-03-11,Mango Drink,New Users,3,2575.71,2.0,15.0,Cold Drinks & Juices,Hayre-Shere,47887.22,6132,69665,865,2.805
2024-03-18,Mango Drink,Premium,2,635.64,4.0,11.0,Cold Drinks & Juices,"Sankaran, Pall and Gola",55150.46,8590,78379,1012,2.6925
2024-04-08,Mango Drink,Inactive,1,321.28,4.0,14.0,Cold Drinks & Juices,Dass and Sons,42754.24,6280,73242,593,2.902307692307692
2024-05-13,Mango Drink,All,2,1717.14,5.0,17.0,Cold Drinks & Juices,Hayre-Shere,48601.899999999994,8408,71656,696,2.5
2024-05-13,Mango Drink,New Users,2,864.0,1.0,14.0,Cold Drinks & Juices,Jha Group,55596.35,12963,128327,1064,2.669090909090909
2024-05-27,Mango Drink,Inactive,2,635.64,4.0,12.0,Cold Drinks & Juices,"Sankaran, Pall and Gola",49732.200000000004,8554,94548,965,2.5341176470588236
2024-05-27,Mango Drink,New Users,1,858.57,2.0,23.0,Cold Drinks & Juices,Hayre-Shere,48942.94,8860,105039,1218,2.8389473684210524
2024-06-03,Mango Drink,Premium,3,1296.0,4.0,28.0,Cold Drinks & Juices,Jha Group,47004.090000000004,9764,78621,750,2.9831250000000002
2024-06-10,Mango Drink,All,2,642.56,4.0,11.0,Cold Drinks & Juices,Dass and Sons,61525.72,13487,115742,1190,2.4956521739130433
2024-06-10,Mango Drink,Premium,3,953.46,3.0,18.0,Cold Drinks & Juices,"Sankaran, Pall and Gola",22534.43,4202,59440,313,2.628888888888889
2024-07-01,Mango Drink,Inactive,2,1717.14,3.0,11.0,Cold Drinks & Juices,Hayre-Shere,72056.73,10317,110819,1108,2.58
2024-07-01,Mango Drink,New Users,3,1296.0,4.0,26.0,Cold Drinks & Juices,Jha Group,37148.18,6483,71605,823,3.2775
2024-07-08,Mango Drink,Premium,1,432.0,3.0,16.0,Cold Drinks & Juices,Jha Group,56124.15,12405,111009,841,2.685263157894737
2024-07-15,Mango Drink,New Users,3,1296.0,4.0,17.0,Cold Drinks & Juices,Jha Group,44623.76,10551,85393,871,2.840625
2024-08-05,Mango Drink,Inactive,3,2575.71,1.0,22.0,Cold Drinks & Juices,Hayre-Shere,61726.62,10366,114394,937,2.7026315789473685
2024-08-19,Mango Drink,Inactive,1,432.0,3.0,31.0,Cold Drinks & Juices,Jha Group,36292.93,7656,67307,626,2.724285714285714
2024-08-26,Mango Drink,Premium,3,963.84,3.0,17.0,Cold Drinks & Juices,Dass and Sons,45352.09,8869,97777,771,2.766
2024-09-02,Mango Drink,New Users,1,321.28,3.0,6.0,Cold Drinks & Juices,Dass and Sons,42795.72,5808,84907,602,2.8225
2024-09-09,Mango Drink,Premium,3,963.84,3.0,14.0,Cold Drinks & Juices,Dass and Sons,43990.4,6663,73849,666,2.8057142857142856
2024-09-23,Mango Drink,All,3,963.84,4.0,15.0,Cold Drinks & Juices,Dass and Sons,47070.4,9221,83464,954,2.551875
2024-09-30,Mango Drink,Premium,1,317.82,3.0,13.0,Cold Drinks & Juices,"Sankaran, Pall and Gola",38653.62,7299,53808,715,2.495
2024-10-21,Mango Drink,All,1,432.0,4.0,21.0,Cold Drinks & Juices,Jha Group,42054.95,7499,64990,710,2.8969230769230765
2024-10-21,Mango Drink,New Users,2,642.56,3.0,29.0,Cold Drinks & Juices,Dass and Sons,34218.229999999996,6987,68838,605,2.699090909090909
2023-04-03,Mangoes,Inactive,3,2840.58,1.0,14.0,Fruits & Vegetables,"Suresh, Bose and Bajwa",34810.75,7288,73510,673,2.2623076923076924
2023-04-03,Mangoes,Premium,3,2776.95,5.0,26.0,Fruits & Vegetables,Mandal-Kar,45935.7,9014,108996,961,2.818125
2023-04-10,Mangoes,All,5,4670.67,3.5,14.5,Fruits & Vegetables,Mandal-Kar,57264.25,10549,103859,1019,2.7889473684210526
2023-04-10,Mangoes,New Users,3,2776.95,3.0,12.0,Fruits & Vegetables,Mandal-Kar,45597.33,7144,78983,875,3.1538461538461537
2023-04-24,Mangoes,All,2,1851.3,3.0,26.0,Fruits & Vegetables,Mandal-Kar,37049.9,7762,65981,646,2.4781818181818185
2023-05-01,Mangoes,New Users,1,946.86,3.0,16.0,Fruits & Vegetables,"Suresh, Bose and Bajwa",55350.17,9995,80535,728,2.649375
2023-05-15,Mangoes,Premium,2,1851.3,5.0,18.0,Fruits & Vegetables,Mandal-Kar,41141.54,8323,78769,783,2.9407692307692312
2023-06-05,Mangoes,Premium,3,2776.95,4.0,17.0,Fruits & Vegetables,Mandal-Kar,53568.17,10356,83398,907,2.900588235294118
2023-06-19,Mangoes,Premium,3,2840.58,2.0,35.0,Fruits & Vegetables,"Suresh, Bose and Bajwa",39884.53,6358,88402,929,2.857142857142857
2023-06-26,Mangoes,Inactive,1,946.86,4.0,17.0,Fruits & Vegetables,"Suresh, Bose and Bajwa",47337.12,10464,121776,1006,2.855
2023-06-26,Mangoes,Premium,3,2840.58,3.0,13.0,Fruits & Vegetables,"Suresh, Bose and Bajwa",49277.21,10019,105087,942,2.868235294117647
2023-07-24,Mangoes,New Users,1,946.86,1.0,12.0,Fruits & Vegetables,"Suresh, Bose and Bajwa",46816.99,8898,93477,939,2.7025
2023-08-07,Mangoes,Inactive,3,2840.58,3.0,26.0,Fruits & Vegetables,"Suresh, Bose and Bajwa",50843.13,8408,83707,729,2.993333333333333
2023-08-21,Mangoes,Premium,3,2776.95,4.0,21.0,Fruits & Vegetables,Mandal-Kar,50311.37,12728,104313,780,2.6957894736842105
2023-09-04,Mangoes,All,3,2776.95,4.0,15.0,Fruits & Vegetables,Mandal-Kar,41361.89,8611,90427,695,2.467142857142857
2023-09-11,Mangoes,New Users,3,2776.95,1.0,19.0,Fruits & Vegetables,Mandal-Kar,54414.37,9344,117560,1089,2.739
2023-09-18,Mangoes,All,3,2840.58,3.0,18.0,Fruits & Vegetables,"Suresh, Bose and Bajwa",46118.44,9019,92787,953,2.9362500000000002
2023-12-04,Mangoes,All,3,2798.16,3.5,27.0,Fruits & Vegetables,Mandal-Kar,74095.13,12988,120690,1190,2.7934782608695654
2024-01-01,Mangoes,Premium,1,946.86,4.0,7.0,Fruits & Vegetables,"Suresh, Bose and Bajwa",53382.9,9502,87521,899,2.651111111111111
2024-01-08,Mangoes,All,2,1851.3,4.0,17.0,Fruits & Vegetables,Mandal-Kar,60311.16,10139,82895,950,2.6038888888888887
2024-01-29,Mangoes,All,2,1893.72,5.0,28.0,Fruits & Vegetables,"Suresh, Bose and Bajwa",47189.21,9148,89216,874,2.998125
2024-01-29,Mangoes,Inactive,3,2776.95,3.0,14.0,Fruits & Vegetables,Mandal-Kar,27637.24,5344,37342,593,2.824
2024-02-05,Mangoes,All,3,2776.95,5.0,11.0,Fruits & Vegetables,Mandal-Kar,52889.51,9910,92258,1033,3.1705555555555556
2024-02-19,Mangoes,New Users,2,1851.3,5.0,25.0,Fruits & Vegetables,Mandal-Kar,68388.43,11869,115340,1349,2.4952380952380953
2024-03-04,Mangoes,All,2,1893.72,5.0,30.0,Fruits & Vegetables,"Suresh, Bose and Bajwa",43578.61,7724,93229,744,2.972857142857143
2024-03-04,Mangoes,Inactive,3,2840.58,4.0,22.0,Fruits & Vegetables,"Suresh, Bose and Bajwa",47258.07,8280,84128,776,2.742
2024-03-11,Mangoes,All,1,925.65,4.0,18.0,Fruits & Vegetables,Mandal-Kar,63053.08,11806,126922,1426,2.591818181818182
2024-04-15,Mangoes,Inactive,1,925.65,1.0,14.0,Fruits & Vegetables,Mandal-Kar,31148.48,5772,47797,603,3.077
2024-04-15,Mangoes,New Users,2,1893.72,4.0,11.0,Fruits & Vegetables,"Suresh, Bose and Bajwa",57591.46,7723,84026,908,2.848235294117647
2024-05-13,Mangoes,All,2,1893.72,4.0,28.0,Fruits & Vegetables,"Suresh, Bose and Bajwa",48601.899999999994,8408,71656,696,2.5
2024-05-13,Mangoes,Premium,2,1851.3,2.0,30.0,Fruits & Vegetables,Mandal-Kar,42135.32,8737,79719,672,3.0507142857142857
2024-05-20,Mangoes,Inactive,2,1893.72,3.0,10.0,Fruits & Vegetables,"Suresh, Bose and Bajwa",40423.51,7093,59479,709,2.7758333333333334
2024-05-27,Mangoes,Premium,1,946.86,5.0,13.0,Fruits & Vegetables,"Suresh, Bose and Bajwa",29399.73,5532,59854,581,2.948
2024-06-10,Mangoes,New Users,2,1851.3,4.0,21.0,Fruits & Vegetables,Mandal-Kar,52904.81,9000,102343,859,2.7894117647058825
2024-07-01,Mangoes,All,1,925.65,4.0,19.0,Fruits & Vegetables,Mandal-Kar,58852.15,11818,77202,906,2.663333333333333
2024-07-08,Mangoes,All,2,1851.3,4.0,10.0,Fruits & Vegetables,Mandal-Kar,47402.85,7660,93998,842,2.634375
2024-07-15,Mangoes,All,1,925.65,3.0,15.0,Fruits & Vegetables,Mandal-Kar,59181.03,9778,88717,1150,3.0316666666666667
2024-07-15,Mangoes,New Users,3,2776.95,4.0,30.0,Fruits & Vegetables,Mandal-Kar,44623.76,10551,85393,871,2.840625
2024-07-22,Mangoes,All,2,1851.3,5.0,26.0,Fruits & Vegetables,Mandal-Kar,48766.61,8111,104841,878,3.141875
2024-08-05,Mangoes,New Users,3,2776.95,4.0,19.0,Fruits & Vegetables,Mandal-Kar,39713.62,7291,85509,815,2.8857142857142857
2024-08-05,Mangoes,Premium,1,925.65,4.0,32.0,Fruits & Vegetables,Mandal-Kar,36235.97,6998,66677,691,2.5108333333333333
2024-08-12,Mangoes,Inactive,3,2840.58,3.0,17.0,Fruits & Vegetables,"Suresh, Bose and Bajwa",60186.090000000004,10495,95509,1056,2.843888888888889
2024-09-09,Mangoes,Premium,1,925.65,5.0,17.0,Fruits & Vegetables,Mandal-Kar,43990.4,6663,73849,666,2.8057142857142856
2024-09-16,Mangoes,New Users,1,946.86,4.0,16.0,Fruits & Vegetables,"Suresh, Bose and Bajwa",61225.21,9322,98678,798,2.791578947368421
2024-09-30,Mangoes,New Users,2,1851.3,1.0,14.0,Fruits & Vegetables,Mandal-Kar,59587.56,11047,129928,1077,2.5923809523809522
2024-10-07,Mangoes,Inactive,1,925.65,4.0,11.0,Fruits & Vegetables,Mandal-Kar,33218.9,5059,64611,556,2.5300000000000002
2024-10-14,Mangoes,New Users,1,925.65,1.0,14.0,Fruits & Vegetables,Mandal-Kar,44940.66,9939,70149,1089,3.1075
2023-03-13,Milk,All,2,1197.66,3.0,16.0,Dairy & Breakfast,"Wali, Virk and Iyer",27332.13,4227,60880,578,2.69
2023-04-03,Milk,New Users,3,1796.4900000000002,4.0,20.0,Dairy & Breakfast,"Wali, Virk and Iyer",44288.06,6497,64494,916,2.6692307692307695
2023-05-01,Milk,All,2,1197.66,1.0,16.0,Dairy & Breakfast,"Wali, Virk and Iyer",65198.43,11180,106428,1254,2.799090909090909
2023-05-01,Milk,Premium,3,1796.4900000000002,1.0,15.0,Dairy & Breakfast,"Wali, Virk and Iyer",39217.0,6775,76987,755,2.6769230769230767
2023-05-08,Milk,Inactive,3,1796.4900000000002,4.0,23.0,Dairy & Breakfast,"Wali, Virk and Iyer",26339.56,6484,55710,586,2.748
2023-06-12,Milk,New Users,1,598.83,2.0,24.0,Dairy & Breakfast,"Wali, Virk and Iyer",32524.37,6623,62760,546,2.7758333333333334
2023-06-19,Milk,All,2,1197.66,5.0,17.0,Dairy & Breakfast,"Wali, Virk and Iyer",34791.79,7203,63264,647,2.8783333333333334
2023-06-26,Milk,New Users,1,598.83,5.0,25.0,Dairy & Breakfast,"Wali, Virk and Iyer",47873.51,10316,96487,732,2.69375
2023-07-03,Milk,Premium,3,1796.4900000000002,2.0,33.0,Dairy & Breakfast,"Wali, Virk and Iyer",42389.51,7869,85360,847,2.7786666666666666
2023-07-24,Milk,Premium,1,598.83,5.0,36.0,Dairy & Breakfast,"Wali, Virk and Iyer",48265.82,8435,103331,926,2.58875
2023-08-21,Milk,Premium,2,1197.66,4.0,17.0,Dairy & Breakfast,"Wali, Virk and Iyer",50311.37,12728,104313,780,2.6957894736842105
2023-09-04,Milk,Inactive,2,1197.66,5.0,24.0,Dairy & Breakfast,"Wali, Virk and Iyer",73121.94,13862,135099,1640,2.486666666666667
