주간_시작일,지역,상품명,주간_상품_판매량,주간_평균_최고기온,주간_평균_최저기온,주간_평균_일교차,주간_평균_강수량,주간_폭염_일수,주간_폭우_일수
2024-01-16,Bulandshahr,Cough Syrup,2,17.0,4.8,12.2,0.0,0.0,0.0
2024-01-16,Bulandshahr,Diapers,2,17.2,5.6,11.6,0.0,0.0,0.0
2024-01-16,Burhanpur,Iced Tea,3,21.5,10.1,11.4,0.0,0.0,0.0
2024-01-16,Burhanpur,Toilet Cleaner,2,21.5,10.1,11.4,0.0,0.0,0.0
2024-01-16,Coimbatore,Soap,3,28.1,20.5,7.600000000000001,0.0,0.0,0.0
2024-01-16,Deoghar,Milk,1,23.0,8.4,14.6,0.0,0.0,0.0
2024-01-16,Deoghar,Toilet Cleaner,3,20.6,7.2,13.400000000000002,0.0,0.0,0.0
2024-01-16,Eluru,Lotion,2,30.1,18.1,12.0,0.0,0.0,0.0
2024-01-16,Firozabad,Baby Wipes,3,17.5,5.7,11.8,0.0,0.0,0.0
2024-01-16,Ghaziabad,Eggs,1,17.5,5.7,11.8,0.0,0.0,0.0
2024-01-16,Ghaziabad,Pet Treats,2,17.5,5.7,11.8,0.0,0.0,0.0
2024-01-16,Gulbarga,Pet Treats,1,29.1,16.5,12.6,0.0,0.0,0.0
2024-01-16,Guntur,Dish Soap,3,29.8,18.3,11.5,0.0,0.0,0.0
2024-01-16,Jalandhar,Baby Wipes,3,15.6,7.1,8.5,0.0,0.0,0.0
2024-01-16,Jalna,Biscuits,3,29.8,17.2,12.6,0.0,0.0,0.0
2024-01-16,Jamalpur,Toilet Cleaner,3,17.5,8.4,9.1,0.0,0.0,0.0
2024-01-16,Jammu,Biscuits,3,17.5,6.0,11.5,0.0,0.0,0.0
2024-01-16,Jaunpur,Detergent,3,17.5,5.7,11.8,0.0,0.0,0.0
2024-01-16,Jorhat,Lotion,3,21.8,11.0,10.8,0.1,0.0,0.0
2024-01-16,Kakinada,Butter,1,28.5,18.0,10.5,0.0,0.0,0.0
2024-01-16,Kamarhati,Frozen Pizza,2,22.7,11.2,11.5,0.0,0.0,0.0
2024-01-16,Karnal,Pulses,3,15.1,7.3,7.8,0.0,0.0,0.0
2024-01-16,Khammam,Cough Syrup,2,29.8,18.3,11.5,0.0,0.0,0.0
2024-01-16,Kishanganj,Dog Food,2,20.5,8.2,12.3,0.0,0.0,0.0
2024-01-16,Kolkata,Pulses,2,19.5,15.4,4.1,15.9,0.0,0.0
2024-01-16,Mau,Dish Soap,2,18.0,5.2,12.8,0.0,0.0,0.0
2024-01-16,Medininagar,Pain Reliever,2,22.8,6.9,15.9,0.0,0.0,0.0
2024-01-16,Nagpur,Sugar,2,28.4,18.1,10.299999999999995,0.0,0.0,0.0
2024-01-16,Nanded,Soap,1,28.4,18.1,10.299999999999995,0.0,0.0,0.0
2024-01-16,Nashik,Nuts,1,27.5,16.5,11.0,0.0,0.0,0.0
2024-01-16,Nellore,Wheat Flour,1,29.8,17.7,12.1,0.0,0.0,0.0
2024-01-16,North Dumdum,Vitamins,3,21.6,11.3,10.3,0.0,0.0,0.0
2024-01-16,Panchkula,Dish Soap,1,15.2,5.7,9.5,0.0,0.0,0.0
2024-01-16,Pimpri-Chinchwad,Sugar,1,29.8,17.2,12.6,0.0,0.0,0.0
2024-01-16,Proddatur,Dog Food,3,29.8,18.3,11.5,0.0,0.0,0.0
2024-01-16,Raiganj,Cat Food,3,21.6,11.3,10.3,0.0,0.0,0.0
2024-01-16,Raiganj,Pain Reliever,1,22.9,13.1,9.8,0.0,0.0,0.0
2024-01-16,Rajahmundry,Chips,1,29.8,18.3,11.5,0.0,0.0,0.0
2024-01-16,Rampur,Toilet Cleaner,1,17.5,5.7,11.8,0.0,0.0,0.0
2024-01-16,Rohtak,Pet Treats,1,15.1,7.3,7.8,0.0,0.0,0.0
2024-01-16,Srinagar,Detergent,3,16.8,6.2,10.6,0.0,0.0,0.0
2024-01-16,Tenali,Cheese,3,28.5,18.0,10.5,0.0,0.0,0.0
2024-01-16,Thane,Ice Cream,1,27.5,16.5,11.0,0.0,0.0,0.0
2024-01-16,Thanjavur,Toilet Cleaner,3,28.1,20.5,7.600000000000001,0.0,0.0,0.0
2024-01-16,Tirupati,Frozen Vegetables,1,28.5,18.0,10.5,0.0,0.0,0.0
2024-01-16,Ujjain,Chips,1,22.9,11.2,11.7,0.0,0.0,0.0
2024-01-16,Ulhasnagar,Diapers,3,28.4,17.7,10.7,0.0,0.0,0.0
2024-01-16,Ulhasnagar,Lotion,1,30.2,17.5,12.7,0.0,0.0,0.0
2024-01-16,Unnao,Chocolates,1,17.4,5.2,12.2,0.0,0.0,0.0
2024-01-16,Vellore,Toilet Cleaner,1,28.6,22.2,6.400000000000002,0.1,0.0,0.0
2024-01-23,Aligarh,Toothpaste,3,20.8,6.8,14.0,0.0,0.0,0.0
2024-01-23,Alwar,Rice,2,20.2,7.7,12.5,0.0,0.0,0.0
2024-01-23,Ambala,Pet Treats,2,17.1,7.6,9.500000000000002,0.0,0.0,0.0
2024-01-23,Ambattur,Dog Food,2,29.0,22.0,7.0,1.0,0.0,0.0
2024-01-23,Anantapuram,Dog Food,3,28.3,18.0,10.3,0.0,0.0,0.0
2024-01-23,Bally,Mangoes,3,24.8,11.6,13.2,0.0,0.0,0.0
2024-01-23,Begusarai,Dish Soap,1,20.2,8.3,11.9,0.0,0.0,0.0
2024-01-23,Belgaum,Popcorn,1,28.4,15.9,12.499999999999998,0.0,0.0,0.0
2024-01-23,Bhalswa Jahangir Pur,Butter,3,20.2,6.9,13.3,0.0,0.0,0.0
2024-01-23,Bongaigaon,Toilet Cleaner,2,23.5,10.1,13.4,0.0,0.0,0.0
2024-01-23,Bongaigaon,Toothpaste,2,23.5,10.1,13.4,0.0,0.0,0.0
2024-01-23,Burhanpur,Baby Food,2,24.2,9.6,14.6,0.0,0.0,0.0
2024-01-23,Burhanpur,Lotion,3,24.2,9.6,14.6,0.0,0.0,0.0
2024-01-23,Chennai,Cheese,3,29.1,21.3,7.800000000000001,0.0,0.0,0.0
2024-01-23,Chinsurah,Pet Treats,2,22.8,10.5,12.3,0.0,0.0,0.0
2024-01-23,Danapur,Popcorn,3,18.2,7.7,10.5,0.0,0.0,0.0
2024-01-23,Deoghar,Frozen Pizza,1,20.9,7.5,13.4,0.0,0.0,0.0
2024-01-23,Dhule,Toothpaste,2,30.5,18.5,12.0,0.0,0.0,0.0
2024-01-23,Dindigul,Curd,1,29.0,22.0,7.0,1.0,0.0,0.0
2024-01-23,Dindigul,Popcorn,1,29.4,22.3,7.099999999999998,0.0,0.0,0.0
2024-01-23,Durg,Toilet Cleaner,1,24.5,13.1,11.4,0.0,0.0,0.0
2024-01-23,Erode,Potatoes,2,29.0,22.0,7.0,1.0,0.0,0.0
2024-01-23,Etawah,Iced Tea,2,18.9,6.4,12.499999999999998,0.0,0.0,0.0
2024-01-23,Firozabad,Iced Tea,3,19.0,5.6,13.4,0.0,0.0,0.0
2024-01-23,Giridih,Dog Food,1,19.3,10.9,8.4,1.8,0.0,0.0
2024-01-23,Gopalpur,Lotion,3,26.5,13.9,12.6,0.0,0.0,0.0
2024-01-23,Gulbarga,Dish Soap,2,28.4,16.1,12.299999999999995,0.0,0.0,0.0
2024-01-23,Junagadh,Orange Juice,1,27.2,12.1,15.1,0.0,0.0,0.0
2024-01-23,Katni,Baby Food,3,21.5,9.6,11.9,0.0,0.0,0.0
2024-01-23,Kishanganj,Eggs,2,19.4,7.8,11.599999999999998,0.0,0.0,0.0
2024-01-23,Kollam,Frozen Biryani,3,30.7,24.5,6.199999999999999,1.6,0.0,0.0
2024-01-23,Kollam,Pain Reliever,3,31.1,23.4,7.700000000000003,0.0,0.0,0.0
2024-01-23,Korba,Toilet Cleaner,2,25.4,10.4,14.999999999999998,0.0,0.0,0.0
2024-01-23,Latur,Pet Treats,1,30.5,18.5,12.0,0.0,0.0,0.0
2024-01-23,Mahbubnagar,Baby Food,2,28.3,18.0,10.3,0.0,0.0,0.0
2024-01-23,Mahbubnagar,Bread,3,29.0,17.5,11.5,0.0,0.0,0.0
2024-01-23,Mahbubnagar,Ice Cream,3,29.6,19.1,10.5,0.0,0.0,0.0
2024-01-23,Mango,Toilet Cleaner,1,25.6,9.9,15.7,0.0,0.0,0.0
2024-01-23,Meerut,Cough Syrup,3,21.6,8.0,13.6,0.0,0.0,0.0
2024-01-23,Morbi,Bananas,3,27.1,13.6,13.500000000000002,0.0,0.0,0.0
2024-01-23,Muzaffarpur,Pet Treats,1,20.2,8.3,11.9,0.0,0.0,0.0
2024-01-23,Naihati,Diapers,1,23.0,11.4,11.6,0.0,0.0,0.0
2024-01-23,Nandyal,Detergent,1,29.0,16.4,12.6,0.0,0.0,0.0
2024-01-23,Nandyal,Pet Treats,3,30.7,19.0,11.7,0.0,0.0,0.0
2024-01-23,Nellore,Mango Drink,2,30.7,19.0,11.7,0.0,0.0,0.0
2024-01-23,North Dumdum,Vitamins,3,23.0,11.4,11.6,0.0,0.0,0.0
2024-01-23,Ongole,Soap,2,28.3,18.0,10.3,0.0,0.0,0.0
2024-01-23,Orai,Pulses,3,18.4,5.0,13.4,0.0,0.0,0.0
2024-01-23,Panvel,Potatoes,2,29.7,19.4,10.3,0.0,0.0,0.0
2024-01-23,Proddatur,Pet Treats,2,28.3,18.0,10.3,0.0,0.0,0.0
2024-01-23,Raiganj,Pet Treats,2,24.8,11.6,13.2,0.0,0.0,0.0
2024-01-23,Ratlam,Frozen Vegetables,3,21.5,9.6,11.9,0.0,0.0,0.0
2024-01-23,Serampore,Bread,1,23.0,12.3,10.7,0.0,0.0,0.0
2024-01-23,Sikar,Carrots,3,24.5,11.1,13.4,0.0,0.0,0.0
2024-01-23,Tenali,Nuts,3,29.1,15.9,13.2,0.0,0.0,0.0
2024-01-23,Tezpur,Dog Food,2,23.5,10.1,13.4,0.0,0.0,0.0
2024-01-23,Tiruppur,Instant Noodles,1,29.1,21.3,7.800000000000001,0.0,0.0,0.0
2024-01-23,Tumkur,Tomatoes,2,28.2,16.9,11.3,0.0,0.0,0.0
2024-01-23,Vadodara,Vitamins,1,27.1,13.6,13.500000000000002,0.0,0.0,0.0
2024-01-23,Vasai-Virar,Chocolates,2,31.1,18.0,13.1,0.0,0.0,0.0
2024-01-23,Warangal,Dish Soap,2,29.6,19.1,10.5,0.0,0.0,0.0
2024-01-30,Alwar,Potatoes,3,22.9,10.1,12.8,0.8,0.0,0.0
2024-01-30,Ambala,Bananas,1,17.3,10.0,7.300000000000001,2.6,0.0,0.0
2024-01-30,Anantapur,Eggs,3,30.8,16.8,14.0,0.0,0.0,0.0
2024-01-30,Aurangabad,Iced Tea,3,28.2,18.9,9.3,0.0,0.0,0.0
2024-01-30,Aurangabad,Nuts,2,34.2,20.0,14.200000000000005,0.0,0.0,0.0
2024-01-30,Bangalore,Orange Juice,3,30.4,19.4,11.0,0.0,0.0,0.0
2024-01-30,Bangalore,Pain Reliever,2,30.0,18.4,11.6,0.0,0.0,0.0
2024-01-30,Bangalore,Sugar,1,29.5,16.8,12.7,0.0,0.0,0.0
2024-01-30,Baranagar,Toothpaste,2,26.0,16.4,9.6,0.0,0.0,0.0
2024-01-30,Bikaner,Vitamins,2,22.8,12.4,10.4,0.1,0.0,0.0
2024-01-30,Bongaigaon,Baby Food,1,21.6,10.9,10.7,1.8,0.0,0.0
2024-01-30,Bulandshahr,Frozen Biryani,3,20.2,13.1,7.1,32.1,0.0,0.0
2024-01-30,Bulandshahr,Popcorn,3,21.5,9.3,12.2,0.0,0.0,0.0
2024-01-30,Chinsurah,Detergent,2,26.6,17.2,9.400000000000002,1.2,0.0,0.0
2024-01-30,Davanagere,Mangoes,2,29.2,15.1,14.1,0.0,0.0,0.0
2024-01-30,Deoghar,Dish Soap,1,24.0,13.9,10.1,0.0,0.0,0.0
2024-01-30,Eluru,Frozen Vegetables,1,29.2,16.5,12.7,0.0,0.0,0.0
2024-01-30,Eluru,Mango Drink,3,32.3,19.0,13.299999999999995,0.0,0.0,0.0
2024-01-30,Gulbarga,Pulses,2,29.2,15.1,14.1,0.0,0.0,0.0
2024-01-30,Guntakal,Pet Treats,2,30.8,17.1,13.7,0.0,0.0,0.0
2024-01-30,Guwahati,Orange Juice,2,21.3,11.7,9.6,2.2,0.0,0.0
2024-01-30,Hubli–Dharwad,Chips,2,29.6,17.9,11.700000000000005,0.0,0.0,0.0
2024-01-30,Indore,Ice Cream,1,25.7,12.3,13.4,0.0,0.0,0.0
2024-01-30,Jaunpur,Sugar,3,21.5,9.3,12.2,0.0,0.0,0.0
2024-01-30,Jorhat,Pain Reliever,3,22.5,10.9,11.6,2.3,0.0,0.0
2024-01-30,Jorhat,Pet Treats,1,22.5,10.9,11.6,2.3,0.0,0.0
2024-01-30,Kadapa,Mango Drink,1,30.8,16.8,14.0,0.0,0.0,0.0
2024-01-30,Kakinada,Vitamins,2,29.9,19.4,10.5,0.2,0.0,0.0
2024-01-30,Karawal Nagar,Wheat Flour,2,19.8,10.3,9.5,2.1,0.0,0.0
2024-01-30,Khammam,Toilet Cleaner,3,31.2,20.4,10.8,0.0,0.0,0.0
2024-01-30,Kishanganj,Pain Reliever,3,22.0,9.9,12.1,0.0,0.0,0.0
2024-01-30,Korba,Detergent,2,28.7,13.7,15.0,0.0,0.0,0.0
2024-01-30,Kottayam,Bananas,2,30.8,24.5,6.300000000000001,1.8,0.0,0.0
2024-01-30,Kurnool,Biscuits,2,31.2,20.4,10.8,0.0,0.0,0.0
2024-01-30,Medininagar,Curd,1,25.0,11.4,13.6,0.0,0.0,0.0
2024-01-30,Mira-Bhayandar,Baby Wipes,1,31.4,19.5,11.9,0.0,0.0,0.0
2024-01-30,Mira-Bhayandar,Shampoo,1,28.2,18.9,9.3,0.0,0.0,0.0
2024-01-30,Narasaraopet,Baby Food,1,31.0,18.2,12.8,0.0,0.0,0.0
2024-01-30,New Delhi,Cola,3,19.3,8.5,10.8,0.0,0.0,0.0
2024-01-30,Nizamabad,Detergent,2,29.9,19.4,10.5,0.2,0.0,0.0
2024-01-30,Nizamabad,Shampoo,3,29.9,19.4,10.5,0.2,0.0,0.0
2024-01-30,Pallavaram,Ice Cream,1,29.2,23.9,5.300000000000001,0.6,0.0,0.0
2024-01-30,Panihati,Frozen Pizza,1,26.6,17.2,9.400000000000002,1.2,0.0,0.0
2024-01-30,Patiala,Toilet Cleaner,3,17.2,9.1,8.1,0.7,0.0,0.0
2024-01-30,Raebareli,Cheese,3,21.8,9.2,12.6,0.0,0.0,0.0
2024-01-30,Rajpur Sonarpur,Tomatoes,2,25.5,17.5,8.0,17.7,0.0,0.0
2024-01-30,Ramagundam,Toilet Cleaner,1,31.2,20.4,10.8,0.0,0.0,0.0
2024-01-30,Shimoga,Detergent,1,29.5,16.8,12.7,0.0,0.0,0.0
2024-01-30,Shivpuri,Onions,2,26.2,13.8,12.4,0.0,0.0,0.0
2024-01-30,Shivpuri,Pet Treats,3,25.7,12.3,13.4,0.0,0.0,0.0
2024-01-30,Silchar,Cat Food,1,22.9,10.4,12.499999999999998,0.1,0.0,0.0
2024-01-30,Silchar,Toilet Cleaner,2,22.2,12.8,9.4,0.1,0.0,0.0
2024-01-30,Siliguri,Vitamins,1,25.5,17.5,8.0,17.7,0.0,0.0
2024-01-30,Singrauli,Soap,1,26.2,13.8,12.4,0.0,0.0,0.0
2024-01-30,Tadepalligudem,Pulses,2,31.2,20.4,10.8,0.0,0.0,0.0
2024-01-30,Tadepalligudem,Toothpaste,1,30.8,17.1,13.7,0.0,0.0,0.0
2024-01-30,Tenali,Instant Noodles,2,31.2,20.4,10.8,0.0,0.0,0.0
2024-01-30,Tenali,Orange Juice,1,29.2,16.5,12.7,0.0,0.0,0.0
2024-01-30,Tinsukia,Wheat Flour,1,22.9,10.4,12.499999999999998,0.1,0.0,0.0
2024-01-30,Uluberia,Vitamins,2,25.0,16.9,8.100000000000001,7.5,0.0,0.0
2024-01-30,Unnao,Wheat Flour,2,22.8,10.4,12.4,0.0,0.0,0.0
2024-01-30,Varanasi,Detergent,2,21.8,9.2,12.6,0.0,0.0,0.0
2024-01-30,Varanasi,Pet Treats,2,21.9,11.9,9.999999999999998,0.3,0.0,0.0
2024-01-30,Vijayanagaram,Lotion,2,31.0,18.2,12.8,0.0,0.0,0.0
2024-02-06,Ahmednagar,Frozen Pizza,2,32.4,21.4,11.0,0.0,0.0,0.0
2024-02-06,Ahmednagar,Salt,3,32.4,21.4,11.0,0.0,0.0,0.0
2024-02-06,Amaravati,Soap,3,32.3,19.3,12.999999999999996,0.0,0.0,0.0
2024-02-06,Ambattur,Wheat Flour,2,31.0,21.0,10.0,0.0,0.0,0.0
2024-02-06,Anand,Baby Wipes,3,29.5,16.4,13.1,0.0,0.0,0.0
2024-02-06,Baranagar,Orange Juice,1,28.2,18.7,9.5,1.4,0.0,0.0
2024-02-06,Bathinda,Cat Food,1,19.2,8.6,10.6,0.0,0.0,0.0
2024-02-06,Bellary,Rice,1,30.8,17.0,13.8,0.0,0.0,0.0
2024-02-06,Bettiah,Popcorn,3,22.1,8.6,13.500000000000002,0.0,0.0,0.0
2024-02-06,Bhatpara,Orange Juice,1,27.6,15.0,12.6,0.0,0.0,0.0
2024-02-06,Bihar Sharif,Wheat Flour,3,20.5,8.6,11.9,0.0,0.0,0.0
2024-02-06,Bijapur,Cat Food,1,32.5,16.8,15.7,0.0,0.0,0.0
2024-02-06,Burhanpur,Popcorn,1,22.5,12.6,9.9,0.0,0.0,0.0
2024-02-06,Chinsurah,Cookies,2,27.6,15.0,12.6,0.0,0.0,0.0
2024-02-06,Deoghar,Lotion,2,26.0,14.2,11.8,6.1,0.0,0.0
2024-02-06,Deoghar,Mango Drink,3,26.4,11.9,14.499999999999998,0.1,0.0,0.0
2024-02-06,Durg,Pet Treats,1,28.8,13.2,15.6,0.0,0.0,0.0
2024-02-06,Etawah,Toilet Cleaner,3,21.9,7.4,14.499999999999998,0.0,0.0,0.0
2024-02-06,Gaya,Lotion,1,25.0,11.1,13.9,0.0,0.0,0.0
2024-02-06,Ghaziabad,Baby Wipes,3,21.0,7.5,13.5,0.0,0.0,0.0
2024-02-06,Ghaziabad,Potatoes,3,21.9,7.4,14.499999999999998,0.0,0.0,0.0
2024-02-06,Gopalpur,Cough Syrup,3,27.4,17.8,9.599999999999998,0.0,0.0,0.0
2024-02-06,Gulbarga,Wheat Flour,1,32.2,17.0,15.200000000000005,0.0,0.0,0.0
2024-02-06,Gurgaon,Potatoes,3,21.0,8.4,12.6,0.0,0.0,0.0
2024-02-06,Hosur,Eggs,2,30.3,21.5,8.8,0.0,0.0,0.0
2024-02-06,Indore,Pulses,2,24.8,11.6,13.2,0.0,0.0,0.0
2024-02-06,Jamalpur,Dog Food,1,20.0,11.9,8.1,0.0,0.0,0.0
2024-02-06,Jorhat,Lotion,3,25.0,9.9,15.1,0.0,0.0,0.0
2024-02-06,Junagadh,Butter,3,29.4,16.8,12.599999999999998,0.0,0.0,0.0
2024-02-06,Kadapa,Wheat Flour,1,32.2,20.5,11.700000000000005,0.0,0.0,0.0
2024-02-06,Kalyan-Dombivli,Cough Syrup,2,32.2,20.9,11.300000000000004,0.0,0.0,0.0
2024-02-06,Karawal Nagar,Dog Food,2,19.0,8.1,10.9,0.0,0.0,0.0
2024-02-06,Khora ,Detergent,2,19.6,9.6,10.000000000000002,0.0,0.0,0.0
2024-02-06,Kota,Iced Tea,3,21.9,8.2,13.7,0.0,0.0,0.0
2024-02-06,Latur,Cough Syrup,1,31.0,18.6,12.4,0.0,0.0,0.0
2024-02-06,Madhyamgram,Orange Juice,1,24.8,12.4,12.4,0.0,0.0,0.0
2024-02-06,Maheshtala,Orange Juice,1,24.8,12.4,12.4,0.0,0.0,0.0
2024-02-06,Mira-Bhayandar,Cereal,3,30.9,20.1,10.799999999999995,0.0,0.0,0.0
2024-02-06,Mirzapur,Baby Wipes,1,20.6,11.0,9.6,0.0,0.0,0.0
2024-02-06,Mumbai,Pet Treats,1,30.9,20.1,10.799999999999995,0.0,0.0,0.0
2024-02-06,Mysore,Vitamins,2,32.2,17.0,15.200000000000005,0.0,0.0,0.0
2024-02-06,Nadiad,Cough Syrup,2,29.4,16.8,12.599999999999998,0.0,0.0,0.0
2024-02-06,Nagpur,Onions,3,30.9,20.1,10.799999999999995,0.0,0.0,0.0
2024-02-06,Nizamabad,Dish Soap,1,33.1,20.5,12.6,0.0,0.0,0.0
2024-02-06,Orai,Onions,3,20.1,6.8,13.3,0.0,0.0,0.0
2024-02-06,Orai,Pulses,3,19.6,9.6,10.000000000000002,0.0,0.0,0.0
2024-02-06,Pali,Wheat Flour,2,22.5,8.9,13.6,0.0,0.0,0.0
2024-02-06,Pallavaram,Bread,3,30.3,21.5,8.8,0.0,0.0,0.0
2024-02-06,Purnia,Mango Drink,1,23.2,8.4,14.8,0.0,0.0,0.0
2024-02-06,Raichur,Cola,3,32.2,15.8,16.400000000000002,0.0,0.0,0.0
2024-02-06,Rajahmundry,Detergent,2,33.1,20.5,12.6,0.0,0.0,0.0
2024-02-06,Rajahmundry,Pet Treats,3,32.3,19.3,12.999999999999996,0.0,0.0,0.0
2024-02-06,Rampur,Toilet Cleaner,3,20.6,11.0,9.6,0.0,0.0,0.0
2024-02-06,Raurkela Industrial Township,Toothpaste,2,31.0,17.8,13.2,0.0,0.0,0.0
2024-02-06,Sagar,Vitamins,2,25.1,12.7,12.400000000000002,0.0,0.0,0.0
2024-02-06,Saharanpur,Sugar,3,20.6,11.0,9.6,0.0,0.0,0.0
2024-02-06,Saharsa,Frozen Vegetables,1,23.2,8.4,14.8,0.0,0.0,0.0
2024-02-06,Sambhal,Dog Food,2,20.6,11.0,9.6,0.0,0.0,0.0
2024-02-06,Sasaram,Detergent,2,20.5,8.6,11.9,0.0,0.0,0.0
2024-02-06,Singrauli,Toilet Cleaner,3,25.1,12.7,12.400000000000002,0.0,0.0,0.0
2024-02-06,Sonipat,Carrots,3,19.2,8.6,10.6,0.0,0.0,0.0
2024-02-06,Surat,Diapers,2,29.4,16.8,12.599999999999998,0.0,0.0,0.0
2024-02-06,Tadipatri,Toilet Cleaner,1,32.3,19.3,12.999999999999996,0.0,0.0,0.0
2024-02-06,Tezpur,Sugar,1,21.9,10.4,11.499999999999998,0.0,0.0,0.0
2024-02-06,Tirunelveli,Cough Syrup,2,31.0,21.0,10.0,0.0,0.0,0.0
2024-02-06,Tumkur,Eggs,2,32.2,15.8,16.400000000000002,0.0,0.0,0.0
2024-02-06,Tumkur,Mangoes,3,30.8,17.0,13.8,0.0,0.0,0.0
2024-02-06,Vijayanagaram,Lotion,2,32.8,20.1,12.699999999999996,0.0,0.0,0.0
2024-02-06,Visakhapatnam,Lemonade,3,32.8,20.1,12.699999999999996,0.0,0.0,0.0
2024-02-06,Visakhapatnam,Soap,2,33.1,20.5,12.6,0.0,0.0,0.0
2024-02-13,Agartala,Wheat Flour,1,23.6,9.7,13.900000000000002,0.0,0.0,0.0
2024-02-13,Ahmednagar,Bread,1,33.5,19.6,13.9,0.0,0.0,0.0
2024-02-13,Ahmednagar,Eggs,1,34.5,19.6,14.9,0.0,0.0,0.0
2024-02-13,Alappuzha,Sugar,1,34.9,25.0,9.9,0.0,0.0,0.0
2024-02-13,Aligarh,Toilet Cleaner,1,26.9,13.6,13.3,0.0,0.0,0.0
2024-02-13,Amritsar,Iced Tea,1,22.8,10.1,12.7,0.0,0.0,0.0
2024-02-13,Anand,Pulses,3,33.9,20.0,13.9,0.0,0.0,0.0
2024-02-13,Anantapuram,Toilet Cleaner,3,32.3,18.0,14.299999999999995,0.0,0.0,0.0
2024-02-13,Arrah,Lemonade,2,23.0,15.9,7.1,2.5,0.0,0.0
2024-02-13,Asansol,Carrots,3,30.1,19.2,10.900000000000002,0.3,0.0,0.0
2024-02-13,Belgaum,Lotion,1,30.6,16.4,14.200000000000005,0.0,0.0,0.0
2024-02-13,Bellary,Pet Treats,3,30.6,16.4,14.200000000000005,0.0,0.0,0.0
2024-02-13,Bhagalpur,Frozen Biryani,1,25.2,13.3,11.9,0.0,0.0,0.0
2024-02-13,Bhopal,Toilet Cleaner,2,29.0,14.2,14.8,0.0,0.0,0.0
2024-02-13,Bhubaneswar,Pain Reliever,1,31.6,18.0,13.6,0.0,0.0,0.0
2024-02-13,Bijapur,Frozen Biryani,2,31.3,17.0,14.3,0.0,0.0,0.0
2024-02-13,Bijapur,Toilet Cleaner,3,30.6,16.4,14.200000000000005,0.0,0.0,0.0
2024-02-13,Bilaspur,Sugar,1,30.6,17.7,12.900000000000002,0.0,0.0,0.0
2024-02-13,Chittoor,Frozen Vegetables,1,33.5,17.7,15.8,0.0,0.0,0.0
2024-02-13,Danapur,Chips,1,24.3,13.8,10.5,1.2,0.0,0.0
2024-02-13,Dindigul,Toothpaste,1,30.5,24.5,6.0,0.1,0.0,0.0
2024-02-13,Dindigul,Vitamins,1,30.5,21.9,8.600000000000001,0.0,0.0,0.0
2024-02-13,Eluru,Pet Treats,3,33.5,18.5,15.0,0.0,0.0,0.0
2024-02-13,Ghaziabad,Pet Treats,1,25.8,10.4,15.4,0.0,0.0,0.0
2024-02-13,Ghaziabad,Toothpaste,1,26.9,13.6,13.3,0.0,0.0,0.0
2024-02-13,Gulbarga,Wheat Flour,2,30.8,17.0,13.8,0.0,0.0,0.0
2024-02-13,Gwalior,Toilet Cleaner,1,29.0,14.2,14.8,0.0,0.0,0.0
2024-02-13,Hapur,Bread,1,25.8,10.4,15.4,0.0,0.0,0.0
2024-02-13,Hazaribagh,Salt,2,25.2,12.7,12.5,0.0,0.0,0.0
2024-02-13,Howrah,Ice Cream,1,28.1,15.1,13.000000000000002,0.0,0.0,0.0
2024-02-13,Ichalkaranji,Popcorn,2,34.8,20.6,14.199999999999996,0.0,0.0,0.0
2024-02-13,Jamalpur,Onions,1,25.2,13.3,11.9,0.0,0.0,0.0
2024-02-13,Jammu,Detergent,3,24.5,9.6,14.9,0.0,0.0,0.0
2024-02-13,Kamarhati,Bread,2,29.4,16.4,13.0,0.3,0.0,0.0
2024-02-13,Khammam,Lotion,1,32.3,18.0,14.299999999999995,0.0,0.0,0.0
2024-02-13,Kharagpur,Milk,2,28.0,17.1,10.9,0.0,0.0,0.0
2024-02-13,Kota,Mango Drink,3,30.6,12.9,17.700000000000003,0.0,0.0,0.0
2024-02-13,Ludhiana,Dog Food,3,22.8,10.1,12.7,0.0,0.0,0.0
2024-02-13,Ludhiana,Frozen Pizza,3,21.6,11.1,10.500000000000002,0.0,0.0,0.0
2024-02-13,Madanapalle,Carrots,1,33.5,18.5,15.0,0.0,0.0,0.0
2024-02-13,Moradabad,Soap,2,25.1,11.6,13.500000000000002,0.0,0.0,0.0
2024-02-13,Motihari,Toilet Cleaner,2,24.3,13.8,10.5,1.2,0.0,0.0
2024-02-13,Nanded,Chocolates,3,34.5,19.6,14.9,0.0,0.0,0.0
2024-02-13,Nandyal,Lotion,1,33.5,17.7,15.8,0.0,0.0,0.0
2024-02-13,New Delhi,Cough Syrup,2,22.6,9.6,13.000000000000002,0.0,0.0,0.0
2024-02-13,Panihati,Frozen Vegetables,3,29.1,17.2,11.900000000000002,0.0,0.0,0.0
2024-02-13,Raebareli,Baby Food,2,24.9,12.4,12.499999999999998,0.0,0.0,0.0
2024-02-13,Secunderabad,Baby Wipes,3,33.5,17.7,15.8,0.0,0.0,0.0
2024-02-13,Tiruppur,Pet Treats,2,30.5,23.6,6.899999999999999,0.0,0.0,0.0
2024-02-13,Ujjain,Dish Soap,3,28.6,15.6,13.000000000000002,0.1,0.0,0.0
2024-02-13,Ulhasnagar,Pet Treats,1,33.5,19.6,13.9,0.0,0.0,0.0
