주문날짜,상품_ID,상품명,카테고리,브랜드,유통기한_일수,지역,회원타입,금액,배송_지연시간,배송소요시간,수량,평점,상품별_평균평점,temp_max(최고 기온),temp_min(최저 기온),rain_pre(강수량 합계),temp_range(최고 기온-최저 기온),heatwave(폭염),heavy_rain(폭우)
2023-07-20,741341,Eggs,Dairy & Breakfast,Prasad LLC,7,Dewas,New,1847.68,1.0,18.0,2,4,3.4,31.5,23.8,12.6,7.699999999999999,0.0,0.0
2023-06-06,589812,Detergent,Household Care,Bir PLC,365,Chapra,Premium,489.09,0.0,10.0,3,5,3.81,40.3,27.8,0.0,12.499999999999996,1.0,0.0
2024-07-23,183929,Bread,Dairy & Breakfast,"Nagi, Sampath and Khurana",7,Pallavaram,Regular,1477.48,-2.0,14.0,2,3,3.29,36.6,27.0,0.1,9.600000000000001,0.0,0.0
2024-02-07,726958,Cat Food,Pet Care,Doctor-Patla,365,Bijapur,Regular,887.48,0.0,19.0,1,2,3.47,32.5,16.8,0.0,15.7,0.0,0.0
2023-03-21,969851,Frozen Vegetables,Instant & Frozen Food,"Kara, Sodhi and Bassi",180,Vadodara,New,1021.98,14.0,30.0,3,3,3.24,33.5,20.8,0.4,12.7,0.0,0.0
2024-02-23,15314,Cheese,Dairy & Breakfast,Banik-Ratta,7,Nanded,Premium,1157.7,-3.0,11.0,2,4,3.24,30.1,18.6,0.0,11.5,0.0,0.0
2023-11-12,196719,Bananas,Fruits & Vegetables,Yogi Group,3,Rajkot,New,435.0,13.0,23.0,2,4,2.86,33.0,19.2,0.0,13.8,0.0,0.0
2023-04-26,140489,Soap,Personal Care,"Biswas, Kapoor and Patel",365,Pali,Regular,1950.6,5.0,17.0,3,1,3.39,35.0,21.4,0.0,13.600000000000001,0.0,0.0
2023-11-02,952168,Popcorn,Snacks & Munchies,"Krishnamurthy, Sibal and Das",90,Madanapalle,New,710.8499999999999,-3.0,9.0,3,4,3.38,30.5,19.9,4.5,10.600000000000001,0.0,0.0
2023-06-07,217710,Eggs,Dairy & Breakfast,Rout-Sarna,7,Nanded,Premium,117.18,1.0,19.0,2,4,3.35,33.5,28.6,0.0,4.899999999999999,0.0,0.0
2024-07-19,123983,Cough Syrup,Pharmacy,Kurian-Chhabra,365,Dehradun,Premium,785.67,1.0,21.0,1,2,3.37,34.4,27.2,0.9,7.199999999999999,0.0,0.0
2023-06-09,217710,Eggs,Dairy & Breakfast,Rout-Sarna,7,Jabalpur,New,58.59,2.0,20.0,1,5,3.35,38.5,28.4,1.7,10.100000000000001,1.0,0.0
2023-05-10,305754,Frozen Vegetables,Instant & Frozen Food,Mammen-Hegde,180,Kurnool,New,979.99,-5.0,9.0,1,4,3.05,33.3,24.1,15.3,9.199999999999996,0.0,0.0
2023-09-05,256051,Lotion,Personal Care,"Mannan, Naidu and Sama",365,Pallavaram,Regular,400.92,4.0,22.0,1,3,3.65,32.3,25.6,0.1,6.699999999999996,0.0,0.0
2023-12-10,118820,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel and Amble",180,Firozabad,Regular,24.64,0.0,19.0,2,4,3.86,23.2,12.4,0.0,10.799999999999999,0.0,0.0
2023-11-06,726958,Cat Food,Pet Care,Doctor-Patla,365,Machilipatnam,Inactive,2662.44,5.0,21.0,3,4,3.47,30.1,21.3,6.5,8.8,0.0,0.0
2024-09-19,39154,Mangoes,Fruits & Vegetables,"Suresh, Bose and Bajwa",3,Chittoor,New,946.86,5.0,16.0,1,4,3.4,30.4,21.1,0.0,9.299999999999997,0.0,0.0
2023-09-14,15314,Cheese,Dairy & Breakfast,Banik-Ratta,7,Baranagar,New,578.85,-2.0,14.0,1,1,3.24,30.9,25.9,16.9,5.0,0.0,0.0
2024-05-15,183929,Bread,Dairy & Breakfast,"Nagi, Sampath and Khurana",7,Yamunanagar,New,1477.48,15.0,32.0,2,2,3.29,40.0,21.4,0.0,18.6,1.0,0.0
2023-09-08,721521,Rice,Grocery & Staples,"Ramanathan, Agarwal and Baria",365,Naihati,Premium,834.78,2.0,19.0,2,2,2.78,29.2,25.2,17.3,4.0,0.0,0.0
2024-10-24,487065,Chips,Snacks & Munchies,Kadakia-Yadav,90,Gandhinagar,Inactive,374.68,5.0,22.0,1,2,3.29,33.8,23.1,0.0,10.699999999999996,0.0,0.0
2023-03-23,287070,Wheat Flour,Grocery & Staples,"Gala, Magar and Rajagopal",365,Eluru,Premium,886.34,-5.0,8.0,2,3,3.42,31.1,18.8,0.0,12.3,0.0,0.0
2024-05-23,373536,Dog Food,Pet Care,Chauhan-Sabharwal,365,Khora ,Regular,494.17,1.0,15.0,1,3,2.93,37.8,27.6,0.0,10.199999999999996,0.0,0.0
2024-01-20,566052,Pain Reliever,Pharmacy,"Apte, Soman and Raju",365,Raiganj,Premium,87.3,8.0,21.0,1,5,3.69,22.9,13.1,0.0,9.799999999999999,0.0,0.0
2023-06-27,219598,Shampoo,Personal Care,Arora-Magar,365,Amritsar,New,734.16,2.0,17.0,2,5,3.14,33.0,24.8,1.4,8.2,0.0,0.0
2024-08-17,39154,Mangoes,Fruits & Vegetables,"Suresh, Bose and Bajwa",3,Guna,Inactive,2840.58,7.0,17.0,3,3,3.4,30.0,23.4,1.7,6.600000000000001,0.0,0.0
2024-08-31,611575,Frozen Pizza,Instant & Frozen Food,"Bhat, Nigam and Hayer",180,Kurnool,New,482.06,16.0,31.0,1,3,3.5,25.1,21.9,25.0,3.200000000000003,0.0,0.0
2024-06-17,894539,Dish Soap,Household Care,"Pall, Sule and Sood",365,Darbhanga,Inactive,1336.44,-2.0,10.0,3,3,3.13,39.8,28.1,0.0,11.699999999999996,1.0,0.0
2023-07-01,970529,Diapers,Baby Care,"Kurian, Patla and Sanghvi",365,Dibrugarh,Premium,1654.88,4.0,23.0,2,2,3.48,31.0,24.7,19.8,6.300000000000001,0.0,0.0
2024-08-19,799952,Cheese,Dairy & Breakfast,Padmanabhan-Virk,7,Tinsukia,Inactive,2767.92,-3.0,17.0,3,4,3.41,28.9,24.8,23.1,4.099999999999998,0.0,0.0
2024-03-02,433521,Diapers,Baby Care,Mahal Group,365,Kalyan-Dombivli,Inactive,321.33,3.0,19.0,1,3,3.23,30.1,22.0,0.0,8.100000000000001,0.0,0.0
2023-06-26,39154,Mangoes,Fruits & Vegetables,"Suresh, Bose and Bajwa",3,Guna,Inactive,946.86,2.0,17.0,1,4,3.4,30.8,23.6,6.1,7.199999999999999,0.0,0.0
2024-01-10,217710,Eggs,Dairy & Breakfast,Rout-Sarna,7,Darbhanga,Inactive,117.18,25.0,36.0,2,3,3.35,22.4,13.4,0.0,8.999999999999998,0.0,0.0
2024-09-30,33955,Frozen Pizza,Instant & Frozen Food,Baral Group,180,Kota,Inactive,558.24,-5.0,11.0,3,4,3.31,32.5,23.0,0.0,9.5,0.0,0.0
2024-05-18,444361,Pain Reliever,Pharmacy,"Prakash, Bawa and Kale",365,Ghaziabad,Regular,1645.26,-3.0,10.0,2,4,3.62,43.4,30.1,0.0,13.299999999999997,1.0,0.0
2023-12-14,613942,Pet Treats,Pet Care,"Dyal, Saraf and Goel",365,Ahmednagar,Inactive,545.0,9.0,20.0,1,4,3.19,32.5,20.4,0.0,12.100000000000001,0.0,0.0
2023-08-10,82484,Baby Food,Baby Care,Mallick PLC,365,Jalna,New,1829.76,15.0,30.0,2,4,3.5,28.4,25.9,7.3,2.5,0.0,0.0
2023-11-17,734789,Popcorn,Snacks & Munchies,"Chaudhari, Pant and Singh",90,Naihati,Regular,791.64,5.0,21.0,2,2,3.3,29.8,20.6,1.6,9.2,0.0,0.0
2024-07-11,491521,Nuts,Snacks & Munchies,Karpe Inc,90,Orai,Premium,556.35,13.0,32.0,1,1,3.17,32.5,26.1,19.5,6.399999999999999,0.0,0.0
2023-06-24,803607,Soap,Personal Care,"Kadakia, Mohan and Sathe",365,Deoghar,Inactive,1899.46,2.0,18.0,2,1,2.89,33.2,22.9,22.1,10.300000000000004,0.0,0.0
2024-08-27,140489,Soap,Personal Care,"Biswas, Kapoor and Patel",365,Morbi,Inactive,1300.4,4.0,21.0,2,2,3.39,26.3,24.5,80.1,1.8000000000000007,0.0,1.0
2024-08-22,451933,Wheat Flour,Grocery & Staples,Nadig Ltd,365,Bidhannagar,Premium,568.94,-1.0,18.0,1,3,3.16,31.4,25.5,35.4,5.899999999999999,0.0,0.0
2024-08-12,832348,Biscuits,Snacks & Munchies,Jani-Ram,90,Nandyal,New,831.43,11.0,30.0,1,5,3.74,28.1,23.0,39.0,5.100000000000001,0.0,0.0
2024-02-07,880510,Bread,Dairy & Breakfast,Roy-Char,7,Pallavaram,Regular,2854.29,-2.0,13.0,3,2,3.38,30.3,21.5,0.0,8.8,0.0,0.0
2023-09-19,136533,Eggs,Dairy & Breakfast,"Raghavan, Magar and Shanker",7,Kishanganj,New,1652.42,-3.0,15.0,2,3,3.53,32.3,25.9,4.5,6.399999999999999,0.0,0.0
2024-04-04,57405,Baby Food,Baby Care,Srinivas PLC,365,Guna,Inactive,1215.34,5.0,22.0,2,2,3.0,37.7,24.9,0.0,12.800000000000004,0.0,0.0
2024-09-27,378287,Lemonade,Cold Drinks & Juices,Ramesh-Jain,180,Mahbubnagar,New,998.52,26.0,39.0,3,2,3.14,29.0,22.8,0.0,6.199999999999999,0.0,0.0
2024-08-15,349294,Onions,Fruits & Vegetables,Ganesan Ltd,3,Berhampur,Inactive,1869.5,5.0,18.0,2,1,3.73,31.4,25.5,34.7,5.899999999999999,0.0,0.0
2023-11-14,654623,Chips,Snacks & Munchies,Pradhan and Sons,90,Ghaziabad,Regular,844.28,11.0,28.0,2,4,3.25,27.0,16.8,0.0,10.2,0.0,0.0
2024-04-15,36412,Dish Soap,Household Care,Muni-Shankar,365,Buxar,Premium,1193.04,-2.0,15.0,3,5,3.55,38.8,24.9,0.0,13.899999999999999,1.0,0.0
2024-01-18,970529,Diapers,Baby Care,"Kurian, Patla and Sanghvi",365,Bulandshahr,Regular,1654.88,3.0,23.0,2,3,3.48,17.2,5.6,0.0,11.6,0.0,0.0
2023-06-23,448752,Toilet Cleaner,Household Care,Batta-Doctor,365,Ramgarh,New,160.07,1.0,20.0,1,3,3.45,32.2,23.0,15.5,9.200000000000003,0.0,0.0
2023-03-26,378287,Lemonade,Cold Drinks & Juices,Ramesh-Jain,180,Jehanabad,Inactive,332.84,28.0,39.0,1,4,3.14,33.6,20.8,0.1,12.8,0.0,0.0
2024-09-30,490939,Lotion,Personal Care,"Roy, Barad and De",365,Erode,Regular,240.75,2.0,15.0,3,2,2.95,30.0,25.1,0.9,4.899999999999999,0.0,0.0
2023-06-27,435929,Toilet Cleaner,Household Care,Memon Ltd,365,Bidhannagar,New,2570.67,14.0,28.0,3,4,3.53,29.5,25.2,24.5,4.300000000000001,0.0,0.0
2023-04-13,903336,Pulses,Grocery & Staples,"Vaidya, Amble and Palla",365,Jamalpur,Regular,1103.76,2.0,22.0,2,5,3.84,40.5,25.2,0.0,15.3,1.0,0.0
2023-06-18,991434,Cookies,Snacks & Munchies,Mital-Oza,90,Vijayawada,New,475.24,8.0,26.0,2,2,3.05,36.5,28.0,0.0,8.5,0.0,0.0
2024-09-30,336847,Toilet Cleaner,Household Care,"Dayal, Mammen and More",365,Agartala,New,2810.94,3.0,20.0,3,3,3.63,32.7,23.5,0.0,9.200000000000003,0.0,0.0
2023-05-22,487931,Sugar,Grocery & Staples,"Bahl, Jaggi and Nath",365,Arrah,Regular,2127.24,28.0,45.0,3,5,3.29,38.4,26.6,0.0,11.799999999999997,1.0,0.0
2024-10-16,94225,Toilet Cleaner,Household Care,"Gulati, Ram and Sarkar",365,Ratlam,New,231.33,-3.0,13.0,3,1,3.38,31.4,22.1,0.1,9.299999999999997,0.0,0.0
2023-04-19,706112,Vitamins,Pharmacy,"Magar, Gara and Garg",365,Gorakhpur,New,957.58,5.0,21.0,2,5,3.0,,,,,,
2023-12-29,63769,Lotion,Personal Care,Dalal-Shan,365,Aurangabad,Regular,1756.14,1.0,14.0,2,1,3.0,33.1,20.3,0.0,12.8,0.0,0.0
2023-12-08,673058,Cough Syrup,Pharmacy,Balan-Madan,365,Sirsa,Inactive,2297.28,4.0,24.0,3,3,3.73,22.2,9.9,0.0,12.299999999999999,0.0,0.0
2024-11-03,992178,Pain Reliever,Pharmacy,Basu and Sons,365,Panihati,Inactive,1897.29,2.0,13.0,3,4,3.0,31.0,21.2,0.0,9.8,0.0,0.0
2024-01-22,613942,Pet Treats,Pet Care,"Dyal, Saraf and Goel",365,Ghaziabad,Premium,1090.0,-1.0,15.0,2,4,3.19,17.5,5.7,0.0,11.8,0.0,0.0
2023-08-25,306177,Frozen Biryani,Instant & Frozen Food,Som Inc,180,Satara,Premium,2307.7200000000003,3.0,22.0,3,4,3.47,28.5,24.9,6.2,3.6000000000000014,0.0,0.0
2024-06-22,500633,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia,7,Shivpuri,New,309.0,1.0,16.0,2,4,2.96,33.0,24.8,20.1,8.2,0.0,0.0
2024-10-30,863930,Shampoo,Personal Care,"Sathe, Agarwal and Dhar",365,Deoghar,Inactive,485.14,2.0,20.0,2,3,3.67,27.2,19.5,3.3,7.699999999999999,0.0,0.0
2024-02-20,256783,Pet Treats,Pet Care,"Basu, Thakur and Rege",365,Tiruppur,Premium,2719.62,-1.0,16.0,3,2,3.55,30.9,23.2,0.1,7.699999999999999,0.0,0.0
2023-04-17,587420,Cookies,Snacks & Munchies,Raj and Sons,90,Sambhal,Premium,357.42,11.0,31.0,1,4,3.5,41.7,24.1,0.0,17.6,1.0,0.0
2024-09-27,243235,Cat Food,Pet Care,Batta Inc,365,Bathinda,Inactive,109.03,1.0,17.0,1,2,3.74,31.5,23.6,0.6,7.899999999999999,0.0,0.0
2023-10-30,473929,Carrots,Fruits & Vegetables,"Bhardwaj, Bhatia and Deshmukh",3,Haldia,Inactive,880.38,0.0,20.0,2,5,3.33,30.7,19.7,0.0,11.0,0.0,0.0
2024-03-27,555121,Carrots,Fruits & Vegetables,"Subramanian, Chaudhuri and Dora",3,Satna,Premium,354.91,0.0,20.0,1,5,3.52,38.2,21.5,0.0,16.700000000000003,1.0,0.0
2024-09-19,992178,Pain Reliever,Pharmacy,Basu and Sons,365,Nagaon,Regular,632.43,1.0,13.0,1,5,3.0,35.3,25.9,0.2,9.399999999999999,0.0,0.0
2023-10-25,726958,Cat Food,Pet Care,Doctor-Patla,365,Bathinda,Inactive,2662.44,12.0,31.0,3,4,3.47,29.0,16.1,0.0,12.899999999999999,0.0,0.0
2024-06-02,51036,Baby Food,Baby Care,Karnik PLC,365,Hubli–Dharwad,Inactive,1863.22,2.0,18.0,2,4,3.53,30.9,22.5,10.3,8.399999999999999,0.0,0.0
2023-08-20,726958,Cat Food,Pet Care,Doctor-Patla,365,Jaunpur,Regular,2662.44,1.0,13.0,3,4,3.47,34.0,27.8,0.4,6.199999999999999,0.0,0.0
2024-08-10,34200,Lotion,Personal Care,Munshi-Grewal,365,Sasaram,New,319.8,-4.0,10.0,1,2,2.92,32.0,26.0,8.0,6.0,0.0,0.0
2023-10-12,659290,Cheese,Dairy & Breakfast,Kapadia-D’Alia,7,Ahmednagar,Inactive,319.34,-5.0,5.0,1,2,3.33,31.5,23.9,0.0,7.600000000000001,0.0,0.0
2023-08-10,847349,Potatoes,Fruits & Vegetables,Chhabra-Agrawal,3,Panipat,Regular,1562.16,-5.0,14.0,2,3,3.4,32.2,25.1,7.9,7.100000000000001,0.0,0.0
2024-01-23,306177,Frozen Biryani,Instant & Frozen Food,Som Inc,180,Kollam,Inactive,2307.7200000000003,11.0,30.0,3,3,3.47,30.7,24.5,1.6,6.199999999999999,0.0,0.0
2023-06-10,739448,Dish Soap,Household Care,Mand-Choudhry,365,Khammam,Inactive,1511.32,14.0,32.0,2,4,3.6,36.8,27.0,0.3,9.799999999999997,0.0,0.0
2024-04-12,51036,Baby Food,Baby Care,Karnik PLC,365,Farrukhabad,Inactive,1863.22,-2.0,11.0,2,3,3.53,38.3,21.5,0.0,16.799999999999997,1.0,0.0
2024-10-06,555121,Carrots,Fruits & Vegetables,"Subramanian, Chaudhuri and Dora",3,Tinsukia,Inactive,709.82,-3.0,15.0,2,3,3.52,27.9,23.0,11.4,4.899999999999999,0.0,0.0
2024-03-06,962591,Orange Juice,Cold Drinks & Juices,Murthy-Kaul,180,Erode,Regular,390.03,10.0,26.0,3,4,3.38,32.7,23.2,0.0,9.500000000000004,0.0,0.0
2024-01-17,491521,Nuts,Snacks & Munchies,Karpe Inc,90,Nashik,New,556.35,27.0,38.0,1,4,3.17,27.5,16.5,0.0,11.0,0.0,0.0
2024-02-13,336847,Toilet Cleaner,Household Care,"Dayal, Mammen and More",365,Motihari,Regular,1873.96,14.0,33.0,2,4,3.63,24.3,13.8,1.2,10.5,0.0,0.0
2024-01-04,361361,Biscuits,Snacks & Munchies,"Kunda, Dave and Sahni",90,Avadi,Inactive,2478.63,5.0,24.0,3,5,3.65,29.0,24.7,1.0,4.300000000000001,0.0,0.0
2023-09-24,992178,Pain Reliever,Pharmacy,Basu and Sons,365,Silchar,Regular,1264.86,9.0,28.0,2,4,3.0,30.2,24.1,2.7,6.099999999999998,0.0,0.0
2023-09-18,837480,Cough Syrup,Pharmacy,Edwin and Sons,365,Katni,Premium,652.2,-5.0,6.0,3,5,3.35,29.5,22.1,0.2,7.399999999999999,0.0,0.0
2023-11-08,107548,Cola,Cold Drinks & Juices,"Bhandari, Bhasin and Palan",180,Kishanganj,Regular,891.6,3.0,13.0,1,5,3.67,28.8,17.0,0.0,11.8,0.0,0.0
2023-05-20,760684,Rice,Grocery & Staples,Kanda-Gupta,365,Asansol,Premium,143.2,-2.0,9.0,2,3,3.71,36.7,26.6,1.0,10.100000000000001,0.0,0.0
2024-06-23,564692,Cat Food,Pet Care,"Krishna, Bail and Dyal",365,Tirupati,Premium,431.3,1.0,21.0,2,1,3.26,31.9,23.1,2.5,8.799999999999997,0.0,0.0
2024-02-10,684939,Lotion,Personal Care,"Sibal, Bhatnagar and Rajan",365,Jorhat,New,2183.8500000000004,8.0,18.0,3,5,3.41,25.0,9.9,0.0,15.1,0.0,0.0
2024-08-14,883013,Eggs,Dairy & Breakfast,Chahal Group,7,Howrah,Regular,1979.76,21.0,37.0,2,4,3.17,32.3,25.4,56.7,6.899999999999999,0.0,1.0
2023-03-28,848226,Tomatoes,Fruits & Vegetables,Barad and Sons,3,Ramgarh,New,209.59,1.0,15.0,1,4,3.11,29.7,17.2,0.0,12.5,0.0,0.0
2024-05-31,291238,Chocolates,Snacks & Munchies,"Sinha, Pau and Chhabra",90,Gandhinagar,Inactive,746.03,24.0,37.0,1,5,3.47,41.8,29.2,0.0,12.599999999999998,1.0,0.0
2024-07-06,690565,Cookies,Snacks & Munchies,"Roy, Seth and Patla",90,Uluberia,Regular,951.27,-1.0,14.0,1,4,2.88,32.3,26.5,4.8,5.799999999999997,0.0,0.0
2024-10-29,298985,Vitamins,Pharmacy,"Ramanathan, Joshi and Srinivasan",365,Danapur,Inactive,551.28,12.0,27.0,3,4,3.53,30.9,24.3,0.3,6.599999999999998,0.0,0.0
2024-10-06,871592,Carrots,Fruits & Vegetables,"Shankar, Nadkarni and Kumer",3,Orai,Regular,870.29,21.0,39.0,1,5,3.16,31.2,24.1,0.7,7.099999999999998,0.0,0.0
2024-01-17,373536,Dog Food,Pet Care,Chauhan-Sabharwal,365,Kishanganj,Premium,988.34,2.0,15.0,2,3,2.93,20.5,8.2,0.0,12.3,0.0,0.0
2024-02-26,53833,Rice,Grocery & Staples,Tella-Master,365,Kozhikode,Regular,269.38,9.0,26.0,2,4,3.33,33.1,25.6,0.6,7.5,0.0,0.0
2024-06-07,478531,Carrots,Fruits & Vegetables,Uppal Group,3,Bhubaneswar,Regular,825.46,2.0,15.0,1,3,3.08,37.3,28.2,0.1,9.099999999999998,0.0,0.0
2023-05-30,243235,Cat Food,Pet Care,Batta Inc,365,Noida,Premium,218.06,1.0,17.0,2,4,3.74,37.5,24.2,1.5,13.3,0.0,0.0
2023-06-24,397973,Bananas,Fruits & Vegetables,"Wable, Randhawa and Mutti",3,Thiruvananthapuram,Inactive,728.73,1.0,20.0,1,1,3.0,29.1,24.0,1.7,5.100000000000001,0.0,0.0
2023-09-11,153019,Onions,Fruits & Vegetables,Aurora LLC,3,Jamshedpur,Inactive,1895.9,26.0,44.0,2,4,3.47,30.0,22.9,5.1,7.100000000000001,0.0,0.0
2024-10-24,327290,Sugar,Grocery & Staples,Nadkarni Inc,365,Durgapur,Inactive,2586.84,-4.0,10.0,3,5,3.5,,,,,,
2023-10-14,739534,Toilet Cleaner,Household Care,"Gera, Narang and Karpe",365,Guwahati,Premium,2983.68,-1.0,13.0,3,3,3.45,28.8,20.6,1.2,8.2,0.0,0.0
2024-10-21,537274,Pet Treats,Pet Care,Lal-Chauhan,365,Jabalpur,Inactive,1405.42,14.0,26.0,2,2,3.64,31.0,18.8,0.0,12.2,0.0,0.0
2023-12-06,120532,Wheat Flour,Grocery & Staples,Nazareth Ltd,365,New Delhi,New,1395.06,20.0,34.0,2,1,3.46,23.5,11.6,0.0,11.9,0.0,0.0
2023-05-23,94225,Toilet Cleaner,Household Care,"Gulati, Ram and Sarkar",365,Bhalswa Jahangir Pur,Premium,231.33,11.0,24.0,3,3,3.38,43.6,30.0,1.0,13.600000000000001,1.0,0.0
2023-12-01,690565,Cookies,Snacks & Munchies,"Roy, Seth and Patla",90,Kalyan-Dombivli,Inactive,951.27,5.0,15.0,1,4,2.88,29.6,21.6,0.3,8.0,0.0,0.0
2023-12-19,669378,Potatoes,Fruits & Vegetables,Chadha and Sons,3,Noida,Premium,636.42,23.0,33.0,3,3,3.45,21.5,9.4,0.0,12.1,0.0,0.0
2024-06-21,136533,Eggs,Dairy & Breakfast,"Raghavan, Magar and Shanker",7,Dhule,New,2478.63,5.0,20.0,3,4,3.53,31.1,24.9,22.9,6.200000000000003,0.0,0.0
2024-07-24,240179,Cough Syrup,Pharmacy,Ram-Suri,365,Imphal,Inactive,181.12,2.0,13.0,2,1,3.15,33.7,26.4,6.9,7.300000000000004,0.0,0.0
2024-02-07,644847,Salt,Grocery & Staples,"Jhaveri, Kata and Kapur",365,Ahmednagar,Premium,1868.43,2.0,21.0,3,3,3.53,32.4,21.4,0.0,11.0,0.0,0.0
2023-09-23,883013,Eggs,Dairy & Breakfast,Chahal Group,7,Bettiah,Regular,1979.76,-1.0,12.0,2,3,3.17,29.2,24.2,21.2,5.0,0.0,0.0
2024-09-24,337168,Eggs,Dairy & Breakfast,Dasgupta PLC,7,Baranagar,Inactive,545.49,11.0,31.0,1,5,3.48,30.5,26.4,14.2,4.100000000000001,0.0,0.0
2023-05-23,880510,Bread,Dairy & Breakfast,Roy-Char,7,Dehradun,Regular,951.43,15.0,29.0,1,4,3.38,43.6,30.0,1.0,13.600000000000001,1.0,0.0
2024-04-08,952168,Popcorn,Snacks & Munchies,"Krishnamurthy, Sibal and Das",90,Bhubaneswar,Regular,236.95,3.0,16.0,1,4,3.38,33.0,24.2,0.0,8.8,0.0,0.0
2024-03-26,863930,Shampoo,Personal Care,"Sathe, Agarwal and Dhar",365,Vellore,Inactive,485.14,-4.0,7.0,2,5,3.67,31.9,23.6,0.0,8.299999999999997,0.0,0.0
2023-06-18,354409,Pulses,Grocery & Staples,Bose-Pandit,365,Ujjain,New,325.08,13.0,30.0,1,3,3.64,36.3,26.4,0.2,9.899999999999999,0.0,0.0
2024-10-13,723678,Dog Food,Pet Care,"Lall, Datta and Swamy",365,Madhyamgram,Regular,675.46,8.0,26.0,1,4,3.0,32.0,24.9,3.8,7.100000000000001,0.0,0.0
2023-06-21,378287,Lemonade,Cold Drinks & Juices,Ramesh-Jain,180,Agartala,New,665.68,-2.0,13.0,2,1,3.14,35.6,25.6,20.3,10.0,0.0,0.0
2023-06-01,799459,Vitamins,Pharmacy,"Garg, Kari and Kapur",365,Jamshedpur,New,2556.06,3.0,15.0,3,3,3.57,35.9,25.7,0.0,10.2,0.0,0.0
2024-04-10,721521,Rice,Grocery & Staples,"Ramanathan, Agarwal and Baria",365,Guwahati,Premium,417.39,5.0,18.0,1,4,2.78,32.2,18.9,0.0,13.300000000000004,0.0,0.0
2024-09-02,219598,Shampoo,Personal Care,Arora-Magar,365,Sultan Pur Majra,New,1101.24,10.0,21.0,3,1,3.14,31.5,25.1,11.7,6.399999999999999,0.0,0.0
2024-04-19,707935,Cat Food,Pet Care,"Anne, Mammen and Khatri",365,Ramgarh,Regular,1641.8,-4.0,12.0,2,4,3.57,38.0,24.9,0.0,13.100000000000001,1.0,0.0
2024-07-19,848226,Tomatoes,Fruits & Vegetables,Barad and Sons,3,Bidhannagar,Inactive,209.59,-1.0,15.0,1,4,3.11,32.0,27.4,3.0,4.600000000000001,0.0,0.0
2024-03-29,123983,Cough Syrup,Pharmacy,Kurian-Chhabra,365,Bilaspur,Inactive,785.67,14.0,33.0,1,4,3.37,39.0,22.0,0.0,17.0,1.0,0.0
2023-06-10,611575,Frozen Pizza,Instant & Frozen Food,"Bhat, Nigam and Hayer",180,Haridwar,New,964.12,2.0,18.0,2,3,3.5,40.3,26.5,0.0,13.799999999999997,1.0,0.0
2023-12-29,706112,Vitamins,Pharmacy,"Magar, Gara and Garg",365,Medininagar,Premium,957.58,11.0,23.0,2,3,3.0,23.2,11.8,0.0,11.399999999999999,0.0,0.0
2024-10-31,942001,Cat Food,Pet Care,Acharya Ltd,365,Adoni,New,2014.65,23.0,36.0,3,4,3.62,28.7,21.1,11.3,7.599999999999998,0.0,0.0
2023-06-18,36412,Dish Soap,Household Care,Muni-Shankar,365,Orai,Premium,1193.04,19.0,33.0,3,4,3.55,42.1,31.8,0.0,10.3,1.0,0.0
2024-05-05,537274,Pet Treats,Pet Care,Lal-Chauhan,365,Mathura,Regular,2108.13,-5.0,13.0,3,4,3.64,43.0,27.0,0.0,16.0,1.0,0.0
2023-09-15,762527,Biscuits,Snacks & Munchies,"Chad, Yohannan and Chopra",90,Shimoga,Regular,2070.24,-4.0,6.0,3,4,3.19,28.8,19.7,3.5,9.100000000000001,0.0,0.0
2024-01-06,140489,Soap,Personal Care,"Biswas, Kapoor and Patel",365,Meerut,Premium,650.2,11.0,26.0,1,5,3.39,20.2,11.0,2.2,9.2,0.0,0.0
2023-05-26,237083,Cough Syrup,Pharmacy,Hayer-Banerjee,365,Thane,New,1154.26,-3.0,12.0,2,3,3.45,32.7,29.0,2.0,3.700000000000003,0.0,0.0
2024-02-09,771228,Pet Treats,Pet Care,Raja and Sons,365,Rajahmundry,Premium,249.54,-2.0,12.0,3,5,3.43,32.3,19.3,0.0,12.999999999999996,0.0,0.0
2023-11-15,328457,Mango Drink,Cold Drinks & Juices,Hayre-Shere,180,Udaipur,New,858.57,16.0,28.0,1,4,3.29,26.6,14.4,0.0,12.200000000000001,0.0,0.0
2024-07-24,481843,Chocolates,Snacks & Munchies,"Taneja, Kala and Kota",90,Ujjain,Regular,297.68,-4.0,14.0,1,4,3.23,25.9,23.8,30.6,2.099999999999998,0.0,0.0
2023-03-19,136533,Eggs,Dairy & Breakfast,"Raghavan, Magar and Shanker",7,Haridwar,New,2478.63,-3.0,17.0,3,1,3.53,25.1,15.2,0.7,9.900000000000002,0.0,0.0
2024-01-27,365133,Dish Soap,Household Care,Hans Inc,365,Gulbarga,Premium,1830.9,3.0,19.0,2,5,3.62,28.4,16.1,0.0,12.299999999999997,0.0,0.0
2023-08-26,859361,Shampoo,Personal Care,Mitter Group,365,Nellore,Premium,432.39,4.0,14.0,1,4,3.67,31.0,22.7,0.7,8.3,0.0,0.0
