주문날짜,상품명,수량,금액,평점,배송소요시간,카테고리,브랜드,수량_lag_1,평점_lag_1,수량_lag_7,평점_lag_7,주문_증가량,평점_변화
2023-09-06,Mango Drink,1,432.0,4.0,9.0,Cold Drinks & Juices,Jha Group,3.0,4.0,3.0,3.0,-2.0,0.0
2023-09-07,Mango Drink,1,317.82,4.0,18.0,Cold Drinks & Juices,"Sankaran, Pall and Gola",1.0,4.0,2.0,4.0,0.0,0.0
2023-09-22,Mango Drink,1,432.0,3.0,21.0,Cold Drinks & Juices,Jha Group,1.0,4.0,1.0,3.0,0.0,-1.0
2023-09-23,Mango Drink,2,642.56,3.0,13.0,Cold Drinks & Juices,Dass and Sons,1.0,3.0,3.0,3.0,1.0,0.0
2023-09-27,Mango Drink,2,642.56,2.0,33.0,Cold Drinks & Juices,Dass and Sons,2.0,3.0,6.0,3.5,0.0,-1.0
2023-10-17,Mango Drink,3,953.46,3.0,15.0,Cold Drinks & Juices,"Sankaran, Pall and Gola",2.0,2.0,3.0,3.0,1.0,1.0
2023-10-29,Mango Drink,1,321.28,1.0,7.0,Cold Drinks & Juices,Dass and Sons,3.0,3.0,3.0,4.0,-2.0,-2.0
2023-11-01,Mango Drink,2,642.56,4.0,20.0,Cold Drinks & Juices,Dass and Sons,1.0,1.0,1.0,4.0,1.0,3.0
2023-11-15,Mango Drink,1,858.57,4.0,28.0,Cold Drinks & Juices,Hayre-Shere,2.0,4.0,1.0,4.0,-1.0,0.0
2023-11-21,Mango Drink,1,858.57,3.0,37.0,Cold Drinks & Juices,Hayre-Shere,1.0,4.0,1.0,3.0,0.0,-1.0
2023-11-22,Mango Drink,3,953.46,5.0,13.0,Cold Drinks & Juices,"Sankaran, Pall and Gola",1.0,3.0,2.0,3.0,2.0,2.0
2023-12-01,Mango Drink,2,642.56,4.0,18.0,Cold Drinks & Juices,Dass and Sons,3.0,5.0,2.0,2.0,-1.0,-1.0
2024-01-04,Mango Drink,5,1589.1,2.5,34.0,Cold Drinks & Juices,"Sankaran, Pall and Gola",2.0,4.0,3.0,3.0,3.0,-1.5
2024-01-06,Mango Drink,1,858.57,4.0,22.0,Cold Drinks & Juices,Hayre-Shere,5.0,2.5,1.0,1.0,-4.0,1.5
2024-01-23,Mango Drink,2,642.56,5.0,23.0,Cold Drinks & Juices,Dass and Sons,1.0,4.0,2.0,4.0,1.0,1.0
2024-01-31,Mango Drink,1,858.57,1.0,29.0,Cold Drinks & Juices,Hayre-Shere,2.0,5.0,1.0,4.0,-1.0,-4.0
2024-02-05,Mango Drink,3,963.84,5.0,22.0,Cold Drinks & Juices,Dass and Sons,1.0,1.0,1.0,3.0,2.0,4.0
2024-02-11,Mango Drink,4,1271.28,5.0,24.0,Cold Drinks & Juices,"Sankaran, Pall and Gola",3.0,5.0,3.0,5.0,1.0,0.0
2024-02-19,Mango Drink,3,2575.71,4.0,17.0,Cold Drinks & Juices,Hayre-Shere,4.0,5.0,2.0,4.0,-1.0,-1.0
2024-03-04,Mango Drink,3,963.84,3.0,8.0,Cold Drinks & Juices,Dass and Sons,3.0,4.0,5.0,2.5,0.0,-1.0
2024-03-12,Mango Drink,3,2575.71,2.0,15.0,Cold Drinks & Juices,Hayre-Shere,3.0,3.0,1.0,4.0,0.0,-1.0
2024-03-23,Mango Drink,2,635.64,4.0,11.0,Cold Drinks & Juices,"Sankaran, Pall and Gola",3.0,2.0,2.0,5.0,-1.0,2.0
2024-04-13,Mango Drink,1,321.28,4.0,14.0,Cold Drinks & Juices,Dass and Sons,2.0,4.0,1.0,1.0,-1.0,0.0
2024-05-17,Mango Drink,4,2581.1400000000003,3.0,15.5,Cold Drinks & Juices,Hayre-Shere,1.0,4.0,3.0,5.0,3.0,-1.0
2024-05-28,Mango Drink,2,635.64,4.0,12.0,Cold Drinks & Juices,"Sankaran, Pall and Gola",4.0,3.0,4.0,5.0,-2.0,1.0
2024-05-31,Mango Drink,1,858.57,2.0,23.0,Cold Drinks & Juices,Hayre-Shere,2.0,4.0,3.0,4.0,-1.0,-2.0
2024-06-06,Mango Drink,3,1296.0,4.0,28.0,Cold Drinks & Juices,Jha Group,1.0,2.0,3.0,3.0,2.0,2.0
2024-06-10,Mango Drink,2,642.56,4.0,11.0,Cold Drinks & Juices,Dass and Sons,3.0,4.0,3.0,2.0,-1.0,0.0
2024-06-15,Mango Drink,3,953.46,3.0,18.0,Cold Drinks & Juices,"Sankaran, Pall and Gola",2.0,4.0,2.0,4.0,1.0,-1.0
2024-07-02,Mango Drink,3,1296.0,4.0,26.0,Cold Drinks & Juices,Jha Group,3.0,3.0,1.0,4.0,0.0,1.0
2024-07-05,Mango Drink,2,1717.14,3.0,11.0,Cold Drinks & Juices,Hayre-Shere,3.0,4.0,4.0,3.0,-1.0,-1.0
2024-07-10,Mango Drink,1,432.0,3.0,16.0,Cold Drinks & Juices,Jha Group,2.0,3.0,2.0,4.0,-1.0,0.0
2024-07-17,Mango Drink,3,1296.0,4.0,17.0,Cold Drinks & Juices,Jha Group,1.0,3.0,1.0,2.0,2.0,1.0
2024-08-06,Mango Drink,3,2575.71,1.0,22.0,Cold Drinks & Juices,Hayre-Shere,3.0,4.0,3.0,4.0,0.0,-3.0
2024-08-23,Mango Drink,1,432.0,3.0,31.0,Cold Drinks & Juices,Jha Group,3.0,1.0,2.0,4.0,-2.0,2.0
2024-08-27,Mango Drink,3,963.84,3.0,17.0,Cold Drinks & Juices,Dass and Sons,1.0,3.0,3.0,3.0,2.0,0.0
2024-09-08,Mango Drink,1,321.28,3.0,6.0,Cold Drinks & Juices,Dass and Sons,3.0,3.0,3.0,4.0,-2.0,0.0
2024-09-11,Mango Drink,3,963.84,3.0,14.0,Cold Drinks & Juices,Dass and Sons,1.0,3.0,2.0,3.0,2.0,0.0
2024-09-26,Mango Drink,3,963.84,4.0,15.0,Cold Drinks & Juices,Dass and Sons,3.0,3.0,1.0,3.0,0.0,1.0
2024-10-06,Mango Drink,1,317.82,3.0,13.0,Cold Drinks & Juices,"Sankaran, Pall and Gola",3.0,4.0,3.0,4.0,-2.0,-1.0
2024-10-21,Mango Drink,2,642.56,3.0,29.0,Cold Drinks & Juices,Dass and Sons,1.0,3.0,3.0,1.0,1.0,0.0
2024-10-22,Mango Drink,1,432.0,4.0,21.0,Cold Drinks & Juices,Jha Group,2.0,3.0,1.0,3.0,-1.0,1.0
2023-06-10,Mangoes,3,2776.95,4.0,17.0,Fruits & Vegetables,Mandal-Kar,2.0,5.0,3.0,1.0,1.0,-1.0
2023-06-20,Mangoes,3,2840.58,2.0,35.0,Fruits & Vegetables,"Suresh, Bose and Bajwa",3.0,4.0,3.0,5.0,0.0,-2.0
2023-06-26,Mangoes,1,946.86,4.0,17.0,Fruits & Vegetables,"Suresh, Bose and Bajwa",3.0,2.0,6.0,3.5,-2.0,2.0
2023-07-02,Mangoes,3,2840.58,3.0,13.0,Fruits & Vegetables,"Suresh, Bose and Bajwa",1.0,4.0,2.0,3.0,2.0,-1.0
2023-07-29,Mangoes,1,946.86,1.0,12.0,Fruits & Vegetables,"Suresh, Bose and Bajwa",3.0,3.0,2.0,3.0,-2.0,-2.0
2023-08-07,Mangoes,3,2840.58,3.0,26.0,Fruits & Vegetables,"Suresh, Bose and Bajwa",1.0,1.0,1.0,3.0,2.0,2.0
2023-08-21,Mangoes,3,2776.95,4.0,21.0,Fruits & Vegetables,Mandal-Kar,3.0,3.0,2.0,5.0,0.0,1.0
2023-09-05,Mangoes,3,2776.95,4.0,15.0,Fruits & Vegetables,Mandal-Kar,3.0,4.0,3.0,4.0,0.0,0.0
2023-09-16,Mangoes,3,2776.95,1.0,19.0,Fruits & Vegetables,Mandal-Kar,3.0,4.0,3.0,2.0,0.0,-3.0
2023-09-21,Mangoes,3,2840.58,3.0,18.0,Fruits & Vegetables,"Suresh, Bose and Bajwa",3.0,1.0,1.0,4.0,0.0,2.0
2023-12-05,Mangoes,1,946.86,4.0,31.0,Fruits & Vegetables,"Suresh, Bose and Bajwa",3.0,3.0,3.0,3.0,-2.0,1.0
2023-12-09,Mangoes,2,1851.3,3.0,23.0,Fruits & Vegetables,Mandal-Kar,1.0,4.0,1.0,1.0,1.0,-1.0
2024-01-04,Mangoes,1,946.86,4.0,7.0,Fruits & Vegetables,"Suresh, Bose and Bajwa",2.0,3.0,3.0,3.0,-1.0,1.0
2024-01-09,Mangoes,2,1851.3,4.0,17.0,Fruits & Vegetables,Mandal-Kar,1.0,4.0,3.0,4.0,1.0,0.0
2024-01-29,Mangoes,3,2776.95,3.0,14.0,Fruits & Vegetables,Mandal-Kar,2.0,4.0,3.0,4.0,1.0,-1.0
2024-01-30,Mangoes,2,1893.72,5.0,28.0,Fruits & Vegetables,"Suresh, Bose and Bajwa",3.0,3.0,3.0,1.0,-1.0,2.0
2024-02-10,Mangoes,3,2776.95,5.0,11.0,Fruits & Vegetables,Mandal-Kar,2.0,5.0,3.0,3.0,1.0,0.0
2024-02-24,Mangoes,2,1851.3,5.0,25.0,Fruits & Vegetables,Mandal-Kar,3.0,5.0,1.0,4.0,-1.0,0.0
2024-03-07,Mangoes,3,2840.58,4.0,22.0,Fruits & Vegetables,"Suresh, Bose and Bajwa",2.0,5.0,2.0,3.0,1.0,-1.0
2024-03-10,Mangoes,2,1893.72,5.0,30.0,Fruits & Vegetables,"Suresh, Bose and Bajwa",3.0,4.0,1.0,4.0,-1.0,1.0
2024-03-15,Mangoes,1,925.65,4.0,18.0,Fruits & Vegetables,Mandal-Kar,2.0,5.0,2.0,4.0,-1.0,-1.0
2024-04-17,Mangoes,2,1893.72,4.0,11.0,Fruits & Vegetables,"Suresh, Bose and Bajwa",1.0,4.0,3.0,3.0,1.0,0.0
2024-04-21,Mangoes,1,925.65,1.0,14.0,Fruits & Vegetables,Mandal-Kar,2.0,4.0,2.0,5.0,-1.0,-3.0
2024-05-15,Mangoes,2,1893.72,4.0,28.0,Fruits & Vegetables,"Suresh, Bose and Bajwa",1.0,1.0,3.0,5.0,1.0,3.0
2024-05-18,Mangoes,2,1851.3,2.0,30.0,Fruits & Vegetables,Mandal-Kar,2.0,4.0,2.0,5.0,0.0,-2.0
2024-05-23,Mangoes,2,1893.72,3.0,10.0,Fruits & Vegetables,"Suresh, Bose and Bajwa",2.0,2.0,3.0,4.0,0.0,1.0
2024-05-31,Mangoes,1,946.86,5.0,13.0,Fruits & Vegetables,"Suresh, Bose and Bajwa",2.0,3.0,2.0,5.0,-1.0,2.0
2024-06-15,Mangoes,2,1851.3,4.0,21.0,Fruits & Vegetables,Mandal-Kar,1.0,5.0,1.0,4.0,1.0,-1.0
2024-07-05,Mangoes,1,925.65,4.0,19.0,Fruits & Vegetables,Mandal-Kar,2.0,4.0,2.0,4.0,-1.0,0.0
2024-07-11,Mangoes,2,1851.3,4.0,10.0,Fruits & Vegetables,Mandal-Kar,1.0,4.0,1.0,1.0,1.0,0.0
2024-07-16,Mangoes,1,925.65,3.0,15.0,Fruits & Vegetables,Mandal-Kar,2.0,4.0,2.0,4.0,-1.0,-1.0
2024-07-19,Mangoes,3,2776.95,4.0,30.0,Fruits & Vegetables,Mandal-Kar,1.0,3.0,2.0,2.0,2.0,1.0
2024-07-25,Mangoes,2,1851.3,5.0,26.0,Fruits & Vegetables,Mandal-Kar,3.0,4.0,2.0,3.0,-1.0,1.0
2024-08-05,Mangoes,3,2776.95,4.0,19.0,Fruits & Vegetables,Mandal-Kar,2.0,5.0,1.0,5.0,1.0,-1.0
2024-08-09,Mangoes,1,925.65,4.0,32.0,Fruits & Vegetables,Mandal-Kar,3.0,4.0,2.0,4.0,-2.0,0.0
2024-08-17,Mangoes,3,2840.58,3.0,17.0,Fruits & Vegetables,"Suresh, Bose and Bajwa",1.0,4.0,1.0,4.0,2.0,-1.0
2024-09-13,Mangoes,1,925.65,5.0,17.0,Fruits & Vegetables,Mandal-Kar,3.0,3.0,2.0,4.0,-2.0,2.0
2024-09-19,Mangoes,1,946.86,4.0,16.0,Fruits & Vegetables,"Suresh, Bose and Bajwa",1.0,5.0,1.0,3.0,0.0,-1.0
2024-10-01,Mangoes,2,1851.3,1.0,14.0,Fruits & Vegetables,Mandal-Kar,1.0,4.0,3.0,4.0,1.0,-3.0
2024-10-10,Mangoes,1,925.65,4.0,11.0,Fruits & Vegetables,Mandal-Kar,2.0,1.0,2.0,5.0,-1.0,3.0
2024-10-16,Mangoes,1,925.65,1.0,14.0,Fruits & Vegetables,Mandal-Kar,1.0,4.0,3.0,4.0,0.0,-3.0
2023-07-01,Milk,1,598.83,5.0,25.0,Dairy & Breakfast,"Wali, Virk and Iyer",2.0,5.0,2.0,3.0,-1.0,0.0
2023-07-04,Milk,3,1796.4900000000002,2.0,33.0,Dairy & Breakfast,"Wali, Virk and Iyer",1.0,5.0,3.0,4.0,2.0,-3.0
2023-07-26,Milk,1,598.83,5.0,36.0,Dairy & Breakfast,"Wali, Virk and Iyer",3.0,2.0,3.0,1.0,-2.0,3.0
2023-08-27,Milk,2,1197.66,4.0,17.0,Dairy & Breakfast,"Wali, Virk and Iyer",1.0,5.0,2.0,1.0,1.0,-1.0
2023-09-05,Milk,2,1197.66,5.0,24.0,Dairy & Breakfast,"Wali, Virk and Iyer",2.0,4.0,3.0,4.0,0.0,1.0
2023-11-15,Milk,3,1796.4900000000002,5.0,9.0,Dairy & Breakfast,"Wali, Virk and Iyer",2.0,5.0,1.0,2.0,1.0,0.0
2023-12-09,Milk,2,1197.66,5.0,16.0,Dairy & Breakfast,"Wali, Virk and Iyer",3.0,5.0,2.0,5.0,-1.0,0.0
2023-12-16,Milk,1,598.83,5.0,16.0,Dairy & Breakfast,"Wali, Virk and Iyer",2.0,5.0,1.0,5.0,-1.0,0.0
2024-01-20,Milk,1,598.83,5.0,24.0,Dairy & Breakfast,"Wali, Virk and Iyer",1.0,5.0,3.0,2.0,0.0,0.0
2024-02-15,Milk,2,1197.66,4.0,18.0,Dairy & Breakfast,"Wali, Virk and Iyer",1.0,5.0,1.0,5.0,1.0,-1.0
2024-02-22,Milk,3,1796.4900000000002,4.0,17.0,Dairy & Breakfast,"Wali, Virk and Iyer",2.0,4.0,2.0,4.0,1.0,0.0
2024-02-29,Milk,3,1796.4900000000002,3.0,7.0,Dairy & Breakfast,"Wali, Virk and Iyer",3.0,4.0,2.0,5.0,0.0,-1.0
2024-03-10,Milk,1,598.83,3.0,10.0,Dairy & Breakfast,"Wali, Virk and Iyer",3.0,3.0,3.0,5.0,-2.0,0.0
2024-04-28,Milk,2,1197.66,3.0,10.0,Dairy & Breakfast,"Wali, Virk and Iyer",1.0,3.0,2.0,5.0,1.0,0.0
2024-05-10,Milk,2,1197.66,3.0,11.0,Dairy & Breakfast,"Wali, Virk and Iyer",2.0,3.0,1.0,5.0,0.0,0.0
2024-05-24,Milk,1,598.83,4.0,15.0,Dairy & Breakfast,"Wali, Virk and Iyer",2.0,3.0,1.0,5.0,-1.0,1.0
2024-08-04,Milk,1,598.83,4.0,25.0,Dairy & Breakfast,"Wali, Virk and Iyer",1.0,4.0,2.0,4.0,0.0,0.0
2024-08-23,Milk,2,1197.66,5.0,18.0,Dairy & Breakfast,"Wali, Virk and Iyer",1.0,4.0,3.0,4.0,1.0,1.0
2024-10-15,Milk,3,1796.4900000000002,4.0,21.0,Dairy & Breakfast,"Wali, Virk and Iyer",2.0,5.0,3.0,3.0,1.0,-1.0
2024-10-30,Milk,2,1197.66,3.0,23.0,Dairy & Breakfast,"Wali, Virk and Iyer",3.0,4.0,1.0,3.0,-1.0,-1.0
2024-11-01,Milk,2,1197.66,3.0,10.0,Dairy & Breakfast,"Wali, Virk and Iyer",2.0,3.0,2.0,3.0,0.0,0.0
2023-05-31,Nuts,1,267.61,5.0,8.0,Snacks & Munchies,Jha Group,1.0,4.0,1.0,4.0,0.0,1.0
2023-06-05,Nuts,3,2929.65,4.0,18.0,Snacks & Munchies,Bahl-Pau,1.0,5.0,3.0,1.0,2.0,-1.0
2023-07-03,Nuts,3,1669.0500000000002,2.0,11.0,Snacks & Munchies,Karpe Inc,3.0,4.0,1.0,5.0,0.0,-2.0
2023-07-08,Nuts,3,499.26,2.0,34.0,Snacks & Munchies,Kala-Vig,3.0,2.0,3.0,3.0,0.0,0.0
2023-07-18,Nuts,1,556.35,4.0,18.0,Snacks & Munchies,Karpe Inc,3.0,2.0,1.0,4.0,-2.0,2.0
2023-07-27,Nuts,2,1953.1,4.0,36.0,Snacks & Munchies,Bahl-Pau,1.0,4.0,1.0,2.0,1.0,0.0
2023-08-01,Nuts,2,535.22,4.0,23.0,Snacks & Munchies,Jha Group,2.0,4.0,1.0,4.0,0.0,0.0
2023-08-09,Nuts,2,1112.7,3.0,16.0,Snacks & Munchies,Karpe Inc,2.0,4.0,1.0,5.0,0.0,-1.0
2023-08-10,Nuts,4,2285.94,1.5,15.5,Snacks & Munchies,Kala-Vig,2.0,3.0,3.0,4.0,2.0,-1.5
2023-08-22,Nuts,3,2929.65,4.0,30.0,Snacks & Munchies,Bahl-Pau,4.0,1.5,3.0,2.0,-1.0,2.5
2023-09-08,Nuts,1,267.61,4.0,11.0,Snacks & Munchies,Jha Group,3.0,4.0,3.0,2.0,-2.0,0.0
2023-09-19,Nuts,3,1669.0500000000002,2.0,11.0,Snacks & Munchies,Karpe Inc,1.0,4.0,1.0,4.0,2.0,-2.0
2023-10-08,Nuts,2,1953.1,4.0,44.0,Snacks & Munchies,Bahl-Pau,3.0,2.0,2.0,4.0,-1.0,2.0
2023-10-10,Nuts,1,556.35,2.0,37.0,Snacks & Munchies,Karpe Inc,2.0,4.0,2.0,4.0,-1.0,-2.0
2023-10-17,Nuts,1,166.42,1.0,15.0,Snacks & Munchies,Kala-Vig,1.0,2.0,2.0,3.0,0.0,-1.0
2023-11-08,Nuts,4,2488.3199999999997,4.0,32.5,Snacks & Munchies,Bahl-Pau,1.0,1.0,4.0,1.5,3.0,3.0
2023-11-10,Nuts,2,535.22,4.0,14.0,Snacks & Munchies,Jha Group,4.0,4.0,3.0,4.0,-2.0,0.0
2023-11-16,Nuts,1,556.35,5.0,7.0,Snacks & Munchies,Karpe Inc,2.0,4.0,1.0,4.0,-1.0,1.0
2023-11-20,Nuts,2,1953.1,3.0,18.0,Snacks & Munchies,Bahl-Pau,1.0,5.0,3.0,2.0,1.0,-2.0
2023-11-24,Nuts,2,1953.1,4.0,20.0,Snacks & Munchies,Bahl-Pau,2.0,3.0,2.0,4.0,0.0,1.0
2023-12-01,Nuts,1,976.55,5.0,18.0,Snacks & Munchies,Bahl-Pau,2.0,4.0,1.0,2.0,-1.0,1.0
2023-12-10,Nuts,1,267.61,3.0,21.0,Snacks & Munchies,Jha Group,1.0,5.0,1.0,1.0,0.0,-2.0
2023-12-13,Nuts,2,1112.7,2.0,17.0,Snacks & Munchies,Karpe Inc,1.0,3.0,4.0,4.0,1.0,-1.0
2023-12-15,Nuts,3,802.83,4.0,42.0,Snacks & Munchies,Jha Group,2.0,2.0,2.0,4.0,1.0,2.0
2024-01-01,Nuts,2,332.84,1.0,24.0,Snacks & Munchies,Kala-Vig,3.0,4.0,1.0,5.0,-1.0,-3.0
2024-01-17,Nuts,1,556.35,4.0,38.0,Snacks & Munchies,Karpe Inc,2.0,1.0,2.0,3.0,-1.0,3.0
2024-01-29,Nuts,3,2929.65,1.0,12.0,Snacks & Munchies,Bahl-Pau,1.0,4.0,2.0,4.0,2.0,-3.0
2024-02-03,Nuts,2,1112.7,3.0,18.0,Snacks & Munchies,Karpe Inc,3.0,1.0,1.0,5.0,-1.0,2.0
2024-02-17,Nuts,2,535.22,3.0,14.0,Snacks & Munchies,Jha Group,2.0,3.0,1.0,3.0,0.0,0.0
2024-03-03,Nuts,2,332.84,3.0,25.0,Snacks & Munchies,Kala-Vig,2.0,3.0,2.0,2.0,0.0,0.0
2024-03-12,Nuts,2,535.22,5.0,18.0,Snacks & Munchies,Jha Group,2.0,3.0,3.0,4.0,0.0,2.0
2024-03-27,Nuts,3,499.26,3.0,23.0,Snacks & Munchies,Kala-Vig,2.0,5.0,2.0,1.0,1.0,-2.0
2024-03-31,Nuts,2,332.84,1.0,16.0,Snacks & Munchies,Kala-Vig,3.0,3.0,1.0,4.0,-1.0,-2.0
2024-04-04,Nuts,1,166.42,2.0,18.0,Snacks & Munchies,Kala-Vig,2.0,1.0,3.0,1.0,-1.0,1.0
2024-04-07,Nuts,3,2929.65,4.0,9.0,Snacks & Munchies,Bahl-Pau,1.0,2.0,2.0,3.0,2.0,2.0
2024-04-19,Nuts,3,802.83,4.0,22.0,Snacks & Munchies,Jha Group,3.0,4.0,2.0,3.0,0.0,0.0
2024-04-25,Nuts,1,976.55,3.0,30.0,Snacks & Munchies,Bahl-Pau,3.0,4.0,2.0,3.0,-2.0,-1.0
2024-05-14,Nuts,1,976.55,1.0,30.0,Snacks & Munchies,Bahl-Pau,1.0,3.0,2.0,5.0,0.0,-2.0
2024-05-24,Nuts,3,499.26,3.0,22.0,Snacks & Munchies,Kala-Vig,1.0,1.0,3.0,3.0,2.0,2.0
2024-05-28,Nuts,3,499.26,3.0,11.0,Snacks & Munchies,Kala-Vig,3.0,3.0,2.0,1.0,0.0,0.0
2024-05-31,Nuts,1,166.42,2.0,33.0,Snacks & Munchies,Kala-Vig,3.0,3.0,1.0,2.0,-2.0,-1.0
2024-06-02,Nuts,3,2929.65,3.0,12.0,Snacks & Munchies,Bahl-Pau,1.0,2.0,3.0,4.0,2.0,1.0
2024-06-09,Nuts,2,535.22,1.0,42.0,Snacks & Munchies,Jha Group,3.0,3.0,3.0,4.0,-1.0,-2.0
2024-07-11,Nuts,1,556.35,1.0,32.0,Snacks & Munchies,Karpe Inc,2.0,1.0,1.0,3.0,-1.0,0.0
2024-07-19,Nuts,1,267.61,4.0,30.0,Snacks & Munchies,Jha Group,1.0,1.0,1.0,1.0,0.0,3.0
2024-07-27,Nuts,1,976.55,3.0,20.0,Snacks & Munchies,Bahl-Pau,1.0,4.0,3.0,3.0,0.0,-1.0
2024-08-04,Nuts,1,166.42,1.0,7.0,Snacks & Munchies,Kala-Vig,1.0,3.0,3.0,3.0,0.0,-2.0
2024-08-08,Nuts,3,1669.0500000000002,5.0,9.0,Snacks & Munchies,Karpe Inc,1.0,1.0,1.0,2.0,2.0,4.0
2024-08-14,Nuts,3,802.83,5.0,17.0,Snacks & Munchies,Jha Group,3.0,5.0,3.0,3.0,0.0,0.0
2024-09-10,Nuts,2,332.84,2.0,23.0,Snacks & Munchies,Kala-Vig,3.0,5.0,2.0,1.0,-1.0,-3.0
2024-09-17,Nuts,1,267.61,3.0,26.0,Snacks & Munchies,Jha Group,2.0,2.0,1.0,1.0,-1.0,1.0
2024-09-18,Nuts,2,1112.7,5.0,14.0,Snacks & Munchies,Karpe Inc,1.0,3.0,1.0,4.0,1.0,2.0
2024-10-04,Nuts,1,166.42,5.0,19.0,Snacks & Munchies,Kala-Vig,2.0,5.0,1.0,3.0,-1.0,0.0
2024-10-08,Nuts,5,1611.96,2.5,18.0,Snacks & Munchies,Karpe Inc,1.0,5.0,1.0,1.0,4.0,-2.5
2024-10-09,Nuts,2,332.84,4.0,26.0,Snacks & Munchies,Kala-Vig,5.0,2.5,3.0,5.0,-3.0,1.5
2024-10-10,Nuts,2,1953.1,1.0,36.0,Snacks & Munchies,Bahl-Pau,2.0,4.0,3.0,5.0,0.0,-3.0
2024-10-11,Nuts,1,976.55,4.0,17.0,Snacks & Munchies,Bahl-Pau,2.0,1.0,2.0,2.0,-1.0,3.0
2024-10-17,Nuts,3,499.26,3.0,22.0,Snacks & Munchies,Kala-Vig,1.0,4.0,1.0,3.0,2.0,-1.0
2024-10-26,Nuts,3,2929.65,3.0,19.0,Snacks & Munchies,Bahl-Pau,3.0,3.0,2.0,5.0,0.0,0.0
2024-10-29,Nuts,1,556.35,3.0,22.0,Snacks & Munchies,Karpe Inc,3.0,3.0,1.0,5.0,-2.0,0.0
2023-04-16,Onions,1,877.43,2.0,18.0,Fruits & Vegetables,Agarwal-Dhar,2.0,1.0,1.0,4.0,-1.0,1.0
2023-04-19,Onions,2,446.54,4.0,10.0,Fruits & Vegetables,Ratta-Sagar,1.0,2.0,1.0,2.0,1.0,2.0
2023-05-08,Onions,2,350.35,4.5,27.0,Fruits & Vegetables,Ratta-Sagar,2.0,4.0,3.0,5.0,0.0,0.5
2023-05-17,Onions,2,1869.5,4.0,13.0,Fruits & Vegetables,Ganesan Ltd,2.0,4.5,2.0,3.0,0.0,-0.5
2023-05-23,Onions,1,354.52,3.0,19.0,Fruits & Vegetables,"Sangha, Nagar and Varty",2.0,4.0,3.0,5.0,-1.0,-1.0
2023-05-24,Onions,3,2632.29,2.0,9.0,Fruits & Vegetables,Agarwal-Dhar,1.0,3.0,1.0,3.0,2.0,-1.0
2023-05-27,Onions,1,877.43,2.0,20.0,Fruits & Vegetables,Agarwal-Dhar,3.0,2.0,2.0,1.0,-2.0,0.0
2023-05-31,Onions,1,223.27,5.0,11.0,Fruits & Vegetables,Ratta-Sagar,1.0,2.0,1.0,2.0,0.0,3.0
2023-06-09,Onions,2,446.54,3.0,29.0,Fruits & Vegetables,Ratta-Sagar,1.0,5.0,2.0,4.0,1.0,-2.0
2023-06-10,Onions,3,2843.8500000000004,5.0,9.0,Fruits & Vegetables,Aurora LLC,2.0,3.0,2.0,4.5,1.0,2.0
2023-06-26,Onions,2,1869.5,5.0,41.0,Fruits & Vegetables,Ganesan Ltd,3.0,5.0,2.0,4.0,-1.0,0.0
2023-07-03,Onions,7,3540.01,3.0,20.0,Fruits & Vegetables,Ganesan Ltd,2.0,5.0,1.0,3.0,5.0,-2.0
2023-07-04,Onions,5,2886.45,3.0,18.0,Fruits & Vegetables,Agarwal-Dhar,7.0,3.0,3.0,2.0,-2.0,0.0
2023-07-26,Onions,3,1063.56,5.0,22.0,Fruits & Vegetables,"Sangha, Nagar and Varty",5.0,3.0,1.0,2.0,-2.0,2.0
2023-07-29,Onions,3,2804.25,4.0,15.0,Fruits & Vegetables,Ganesan Ltd,3.0,5.0,1.0,5.0,0.0,-1.0
2023-08-10,Onions,1,354.52,3.0,16.0,Fruits & Vegetables,"Sangha, Nagar and Varty",3.0,4.0,2.0,3.0,-2.0,-1.0
2023-08-17,Onions,2,254.16,3.0,28.0,Fruits & Vegetables,"Wali, Sood and Bala",1.0,3.0,3.0,5.0,1.0,0.0
2023-08-18,Onions,3,2804.25,3.0,18.0,Fruits & Vegetables,Ganesan Ltd,2.0,3.0,2.0,5.0,1.0,0.0
2023-08-19,Onions,3,2843.8500000000004,3.0,18.0,Fruits & Vegetables,Aurora LLC,3.0,3.0,7.0,3.0,0.0,0.0
2023-08-20,Onions,1,947.95,1.0,43.0,Fruits & Vegetables,Aurora LLC,3.0,3.0,5.0,3.0,-2.0,-2.0
2023-08-21,Onions,6,5687.700000000001,3.5,17.0,Fruits & Vegetables,Aurora LLC,1.0,1.0,3.0,5.0,5.0,2.5
2023-08-29,Onions,4,2342.44,3.5,21.5,Fruits & Vegetables,Ratta-Sagar,6.0,3.5,3.0,4.0,-2.0,0.0
2023-09-06,Onions,2,1869.5,5.0,41.0,Fruits & Vegetables,Ganesan Ltd,4.0,3.5,1.0,3.0,-2.0,1.5
2023-09-07,Onions,3,669.8100000000001,1.0,17.0,Fruits & Vegetables,Ratta-Sagar,2.0,5.0,2.0,3.0,1.0,-4.0
2023-09-11,Onions,2,1895.9,4.0,44.0,Fruits & Vegetables,Aurora LLC,3.0,1.0,3.0,3.0,-1.0,3.0
2023-09-14,Onions,3,2804.25,4.0,8.0,Fruits & Vegetables,Ganesan Ltd,2.0,4.0,3.0,3.0,1.0,0.0
